technique,score_threshold_rule,truth_threshold_rule,average_score,tp,fp,tn,fn,accuracy,precision,recall,f1
similarity_based,mean,mean,0.6241125025882275,2938,4582,2388,5592,0.34361290322580645,0.3906914893617021,0.34443141852286047,0.3661059190031153
similarity_based,mean,mean_minus_5pct,0.6241125025882275,3970,3550,1360,6620,0.3438709677419355,0.5279255319148937,0.37488196411709157,0.43843180563224743
similarity_based,mean,mean_minus_10pct,0.6241125025882275,4975,2545,715,7265,0.3670967741935484,0.6615691489361702,0.40645424836601307,0.5035425101214576
similarity_based,mean,mean_minus_15pct,0.6241125025882275,5823,1697,383,7597,0.40038709677419354,0.7743351063829788,0.43390461997019375,0.556160458452722
similarity_based,mean,mean_minus_16pct,0.6241125025882275,5955,1565,330,7650,0.4054838709677419,0.7918882978723404,0.43770672546857775,0.5637869822485208
similarity_based,mean_minus_5pct,mean,0.6241125025882275,5656,6024,946,2874,0.42593548387096775,0.48424657534246573,0.6630715123094959,0.559722909450767
similarity_based,mean_minus_5pct,mean_minus_5pct,0.6241125025882275,7349,4331,579,3241,0.511483870967742,0.6291952054794521,0.6939565627950897,0.6599910193084868
similarity_based,mean_minus_5pct,mean_minus_10pct,0.6241125025882275,8721,2959,301,3519,0.5820645161290322,0.7466609589041096,0.7125,0.7291806020066889
similarity_based,mean_minus_5pct,mean_minus_15pct,0.6241125025882275,9744,1936,144,3676,0.6379354838709678,0.8342465753424657,0.726080476900149,0.7764143426294821
similarity_based,mean_minus_5pct,mean_minus_16pct,0.6241125025882275,9902,1778,117,3703,0.6463870967741936,0.8477739726027397,0.7278206541712605,0.7832311647221674
similarity_based,mean_minus_10pct,mean,0.6241125025882275,7570,6570,400,960,0.5141935483870967,0.5353606789250354,0.8874560375146542,0.6678429642699604
similarity_based,mean_minus_10pct,mean_minus_5pct,0.6241125025882275,9493,4647,263,1097,0.6294193548387097,0.6713578500707214,0.8964117091595846,0.7677315002021837
similarity_based,mean_minus_10pct,mean_minus_10pct,0.6241125025882275,11019,3121,139,1221,0.7198709677419355,0.7792786421499293,0.9002450980392157,0.8354056103108416
similarity_based,mean_minus_10pct,mean_minus_15pct,0.6241125025882275,12123,2017,63,1297,0.7861935483870968,0.8573550212164074,0.9033532041728763,0.8797532656023221
similarity_based,mean_minus_10pct,mean_minus_16pct,0.6241125025882275,12296,1844,51,1309,0.7965806451612903,0.8695898161244696,0.9037853730246233,0.8863579023247431
similarity_based,mean_minus_15pct,mean,0.6241125025882275,8450,6950,20,80,0.5464516129032259,0.5487012987012987,0.9906213364595545,0.7062264939406604
similarity_based,mean_minus_15pct,mean_minus_5pct,0.6241125025882275,10501,4899,11,89,0.6781935483870968,0.6818831168831169,0.9915958451369217,0.8080800307810696
similarity_based,mean_minus_15pct,mean_minus_10pct,0.6241125025882275,12144,3256,4,96,0.7837419354838709,0.7885714285714286,0.9921568627450981,0.878726483357453
similarity_based,mean_minus_15pct,mean_minus_15pct,0.6241125025882275,13320,2080,0,100,0.8593548387096774,0.8649350649350649,0.992548435171386,0.9243580846634282
similarity_based,mean_minus_15pct,mean_minus_16pct,0.6241125025882275,13505,1895,0,100,0.8712903225806452,0.8769480519480519,0.9926497611172364,0.9312187553870023
similarity_based,mean_minus_16pct,mean,0.6241125025882275,8513,6967,3,17,0.5494193548387096,0.5499354005167959,0.9980070339976553,0.7091211995002082
similarity_based,mean_minus_16pct,mean_minus_5pct,0.6241125025882275,10571,4909,1,19,0.6820645161290323,0.6828811369509044,0.9982058545797923,0.8109704641350209
similarity_based,mean_minus_16pct,mean_minus_10pct,0.6241125025882275,12220,3260,0,20,0.7883870967741935,0.789405684754522,0.9983660130718954,0.8816738816738818
