adapted_case,composition_name,prediction_distribution_similarity,weight_cosine_similarity,quality_gap,reliability_gap,latency_similarity,entropy_gap,rule_score,rule_composable,inference_score,inference_composable,semantic_score,semantic_composable,similarity_score,similarity_composable,mlaas_score,mlaas_composable
client_0_brightness,C1,0.6565000000000001,1.0,0.2918282386068967,0.8820131784588864,0.9852510938299145,0.05461198899821795,0.3833333333333333,False,0.1,False,0.9313,True,0.7911516132079456,False,0.7664775116657317,False
client_0_brightness,C1_C2,0.6869000000000001,0.9959946597557057,0.2663561575424489,0.8465090627449038,0.4992747058224472,0.025721801947758527,0.3083333333333333,False,0.1,False,0.9373800000000001,True,0.744240143770539,False,0.6832059937996673,False
client_0_brightness,C1_C2_C3,0.6986999999999999,0.9948486868625148,0.24522059787786785,0.8325712917266206,0.33355527045256816,0.05338259677428692,0.3083333333333333,False,0.0,False,0.93974,True,0.7104756072854388,False,0.6578138011817977,False
client_0_brightness,C1_C2_C3_C4,0.6561999999999999,0.9942271915915243,0.24508555768371576,0.8213121700517063,0.24723332689867952,0.05543074006382531,0.3083333333333333,False,0.0,False,0.9312400000000001,True,0.6643725968001081,False,0.6330780336231437,False
client_0_brightness,C1_C2_C3_C4_C5,0.6521999999999999,0.9938720573503702,0.23974579641362637,0.8138932633576241,0.20208189596568368,0.05982224813794801,0.3083333333333333,False,0.0,False,0.9304400000000002,True,0.6350765813325041,False,0.6249865635117399,False
client_0_brightness,C1_C2_C3_C5,0.681,0.994250108408741,0.237742881076623,0.8066219227018434,0.24670057338244514,0.06058101980099129,0.3083333333333333,False,0.0,False,0.9362000000000001,True,0.6741692527062658,False,0.640873626339745,False
client_0_brightness,C1_C2_C4,0.6311,0.9947668873521959,0.2606916697799352,0.840824831445455,0.33187208073350366,0.039205909728515786,0.3083333333333333,False,0.0,False,0.92622,True,0.6911311679249533,False,0.6400212349836242,False
client_0_brightness,C1_C2_C4_C5,0.6349,0.9941827901667983,0.24879651707979014,0.8194475609457937,0.25063039082680083,0.0543935319262,0.3083333333333333,False,0.0,False,0.9269800000000001,True,0.6620971320586695,False,0.6289328351551993,False
client_0_brightness,C1_C2_C5,0.6769999999999998,0.9947995506283346,0.24789302433990756,0.8181439773919561,0.3331885371096081,0.05452323238890311,0.3083333333333333,False,0.0,False,0.9354,True,0.709793858278092,False,0.6542988734074282,False
client_0_brightness,C1_C3,0.7199,0.9961631519509168,0.2548377043474049,0.8410417240518888,0.5034179914249154,0.03987622953330683,0.3833333333333333,False,0.1,False,0.94398,True,0.7541120637918381,False,0.6935187738675133,False
client_0_brightness,C1_C3_C4,0.6547000000000001,0.9948953585949061,0.24983860319095058,0.8365231875290123,0.33088358347561303,0.05117356059627409,0.3083333333333333,False,0.0,False,0.9309400000000001,True,0.6990125901775249,False,0.6471700074900293,False
