client_id,corruption_category,prediction_distribution,latency,quality_factor,reliability_score,weights_file
client_0,brightness,"[0.0036, 0.0106, 0.0388, 0.0064, 0.0016, 0.0072, 0.0036, 0.0049, 0.0075, 0.0271, 0.0033, 0.0038, 0.0084, 0.0043, 0.0049, 0.0072, 0.0043, 0.0056, 0.0088, 0.0074, 0.0084, 0.0061, 0.0049, 0.007, 0.0107, 0.0206, 0.0042, 0.003, 0.0061, 0.0123, 0.0233, 0.0029, 0.0065, 0.0032, 0.004, 0.0034, 0.005, 0.0139, 0.0282, 0.0056, 0.007, 0.0233, 0.0239, 0.0074, 0.0423, 0.0051, 0.0054, 0.0138, 0.0072, 0.0162, 0.0041, 0.0056, 0.003, 0.0054, 0.0085, 0.0051, 0.0031, 0.0304, 0.0304, 0.0494, 0.0066, 0.0092, 0.0056, 0.0017, 0.0042, 0.0075, 0.0306, 0.0059, 0.0054, 0.0143, 0.0063, 0.0101, 0.0061, 0.028, 0.0034, 0.0069, 0.0078, 0.005, 0.0029, 0.0074, 0.0074, 0.0048, 0.0086, 0.0258, 0.0035, 0.0092, 0.0083, 0.0071, 0.0025, 0.0048, 0.0104, 0.0155, 0.0036, 0.0045, 0.0198, 0.0132, 0.0022, 0.0017, 0.0092, 0.0178]",8.176236542,0.3113,0.9234712923350836,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_0_brightness/adapted_client_model.pt
client_0,glass_blur,"[0.0045, 0.0059, 0.0331, 0.0, 0.0, 0.0457, 0.0002, 0.0001, 0.0, 0.2156, 0.0001, 0.0036, 0.0024, 0.0038, 0.0, 0.0022, 0.0022, 0.0004, 0.0011, 0.0011, 0.007, 0.002, 0.0008, 0.0134, 0.0038, 0.0625, 0.0, 0.0, 0.0022, 0.0006, 0.0033, 0.0022, 0.0013, 0.0002, 0.0002, 0.006, 0.0023, 0.0226, 0.0018, 0.0091, 0.0647, 0.0057, 0.0, 0.0, 0.0082, 0.0003, 0.0052, 0.0023, 0.0002, 0.0007, 0.0032, 0.0021, 0.0, 0.0004, 0.0154, 0.0008, 0.0018, 0.113, 0.0257, 0.0045, 0.0011, 0.0002, 0.0, 0.0, 0.0002, 0.0066, 0.0011, 0.0, 0.001, 0.0654, 0.0007, 0.0068, 0.0004, 0.0331, 0.0, 0.0012, 0.0009, 0.0002, 0.0001, 0.0, 0.0006, 0.0018, 0.0005, 0.0339, 0.0105, 0.0, 0.0002, 0.023, 0.0, 0.0001, 0.0015, 0.0082, 0.0153, 0.0, 0.0204, 0.0021, 0.0001, 0.0004, 0.0168, 0.0281]",8.077494459,0.1037,0.948635489256734,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_0_glass_blur/adapted_client_model.pt
client_0,impulse_noise,"[0.0024, 0.0059, 0.0241, 0.0, 0.0, 0.0307, 0.0007, 0.0001, 0.0041, 0.0652, 0.0045, 0.0002, 0.0175, 0.0021, 0.0003, 0.0115, 0.0034, 0.0006, 0.0088, 0.0004, 0.0062, 0.002, 0.0305, 0.0149, 0.0038, 0.0186, 0.0006, 0.0004, 0.0033, 0.0075, 0.0217, 0.0021, 0.0086, 0.0015, 0.0008, 0.0041, 0.002, 0.0208, 0.0087, 0.0303, 0.0649, 0.0074, 0.0034, 0.0005, 0.0225, 0.008, 0.0011, 0.012, 0.0018, 0.0117, 0.004, 0.006, 0.0002, 0.0016, 0.009, 0.0071, 0.013, 0.1325, 0.0079, 0.018, 0.0004, 0.0209, 0.0, 0.0, 0.0003, 0.0039, 0.0047, 0.0036, 0.0023, 0.0158, 0.001, 0.0041, 0.0022, 0.0229, 0.0003, 0.0012, 0.0101, 0.0045, 0.0026, 0.0013, 0.0042, 0.0036, 0.0009, 0.0214, 0.0085, 0.005, 0.0113, 0.0041, 0.0047, 0.0002, 0.0017, 0.0367, 0.0023, 0.0017, 0.019, 0.012, 0.0017, 0.0046, 0.0166, 0.0342]",8.264108792000002,0.1605,0.9394689053391104,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_0_impulse_noise/adapted_client_model.pt
client_0,motion_blur,"[0.0021, 0.0124, 0.0454, 0.007, 0.0026, 0.0037, 0.0044, 0.0064, 0.0122, 0.0112, 0.0023, 0.0039, 0.0051, 0.0044, 0.0058, 0.0047, 0.0039, 0.0078, 0.0072, 0.012, 0.0075, 0.0056, 0.0066, 0.0041, 0.0072, 0.0261, 0.0073, 0.0029, 0.0027, 0.0174, 0.0181, 0.0064, 0.0046, 0.0038, 0.0021, 0.0027, 0.0031, 0.0193, 0.0196, 0.0112, 0.0048, 0.0254, 0.0577, 0.0059, 0.0384, 0.0039, 0.0059, 0.0167, 0.0081, 0.0375, 0.0034, 0.0045, 0.004, 0.0064, 0.0107, 0.0008, 0.0015, 0.0175, 0.0345, 0.0374, 0.0077, 0.0078, 0.0159, 0.0047, 0.0085, 0.0056, 0.031, 0.0044, 0.0059, 0.0088, 0.0075, 0.0025, 0.0033, 0.0211, 0.0045, 0.0068, 0.0089, 0.0038, 0.0018, 0.0072, 0.0037, 0.0041, 0.0122, 0.0203, 0.0032, 0.0086, 0.0074, 0.0048, 0.0004, 0.009, 0.0104, 0.0243, 0.0036, 0.0031, 0.0148, 0.0087, 0.0018, 0.0007, 0.0064, 0.017]",7.983724249999994,0.2836999999999999,0.9171361254659228,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_0_motion_blur/adapted_client_model.pt
client_0,zoom_blur,"[0.0028, 0.0104, 0.0499, 0.0046, 0.002, 0.0028, 0.0035, 0.0073, 0.0136, 0.0094, 0.002, 0.0052, 0.0044, 0.0041, 0.0085, 0.0028, 0.004, 0.0074, 0.0041, 0.0108, 0.006, 0.0051, 0.0065, 0.0047, 0.0073, 0.0347, 0.0064, 0.0065, 0.0033, 0.0133, 0.0181, 0.0049, 0.005, 0.0054, 0.0015, 0.0026, 0.0023, 0.0193, 0.0202, 0.0072, 0.0024, 0.0284, 0.08, 0.0046, 0.0427, 0.0041, 0.0056, 0.016, 0.0056, 0.0432, 0.0018, 0.0038, 0.0044, 0.0058, 0.0103, 0.0006, 0.0009, 0.0121, 0.0387, 0.0426, 0.009, 0.006, 0.0176, 0.006, 0.0098, 0.0045, 0.0228, 0.0056, 0.0046, 0.0055, 0.0091, 0.0031, 0.0023, 0.0189, 0.0073, 0.0048, 0.0079, 0.002, 0.0014, 0.0064, 0.001, 0.0051, 0.0122, 0.0187, 0.003, 0.0075, 0.0068, 0.0045, 0.0005, 0.01, 0.0093, 0.022, 0.0018, 0.002, 0.0149, 0.009, 0.0019, 0.0008, 0.0051, 0.0158]",8.118695291999998,0.2685,0.9492172570209004,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_0_zoom_blur/adapted_client_model.pt
client_1,brightness,"[0.0177, 0.0062, 0.0134, 0.0086, 0.0071, 0.0195, 0.0311, 0.0042, 0.0035, 0.0072, 0.0036, 0.0052, 0.0209, 0.0051, 0.0089, 0.0297, 0.006, 0.0078, 0.0057, 0.0071, 0.0053, 0.0387, 0.0222, 0.0105, 0.0063, 0.0215, 0.0053, 0.0019, 0.0023, 0.0135, 0.0027, 0.0047, 0.028, 0.0031, 0.0031, 0.0067, 0.033, 0.009, 0.0022, 0.0053, 0.0305, 0.0072, 0.0029, 0.0045, 0.0052, 0.0036, 0.0085, 0.0066, 0.0074, 0.006, 0.0312, 0.018, 0.0076, 0.0076, 0.0071, 0.0055, 0.0044, 0.005, 0.0078, 0.0073, 0.0073, 0.0029, 0.0272, 0.0027, 0.0066, 0.0047, 0.0044, 0.0016, 0.0059, 0.0064, 0.0241, 0.0073, 0.0087, 0.0047, 0.038, 0.0064, 0.009, 0.0029, 0.0066, 0.016, 0.0159, 0.005, 0.0283, 0.0042, 0.0046, 0.0128, 0.0039, 0.0063, 0.0029, 0.0087, 0.0072, 0.0036, 0.0033, 0.029, 0.0065, 0.0158, 0.0057, 0.0015, 0.0079, 0.0058]",8.776685500000006,0.2983,0.9342539341727768,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_1_brightness/adapted_client_model.pt
client_1,glass_blur,"[0.0616, 0.0023, 0.0058, 0.0011, 0.0, 0.019, 0.0017, 0.0004, 0.0, 0.0534, 0.0004, 0.0005, 0.0111, 0.0009, 0.0003, 0.0054, 0.0046, 0.0003, 0.0175, 0.0019, 0.0008, 0.0185, 0.0034, 0.0858, 0.0013, 0.1626, 0.0, 0.0, 0.0, 0.0005, 0.0, 0.0125, 0.0069, 0.0005, 0.0, 0.0038, 0.0099, 0.0096, 0.0, 0.0406, 0.1073, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0088, 0.0003, 0.0, 0.0002, 0.0024, 0.0048, 0.0, 0.0032, 0.0108, 0.0, 0.0002, 0.0203, 0.0018, 0.0005, 0.0046, 0.0, 0.0215, 0.0, 0.0, 0.0017, 0.0, 0.0001, 0.0004, 0.0187, 0.0058, 0.0057, 0.0022, 0.0124, 0.0034, 0.0002, 0.0113, 0.0, 0.0, 0.0, 0.0002, 0.0043, 0.0222, 0.0284, 0.01, 0.0001, 0.001, 0.0293, 0.0, 0.0006, 0.0005, 0.0, 0.0724, 0.0003, 0.017, 0.0041, 0.0012, 0.0, 0.0099, 0.0046]",8.197484082999999,0.0993,0.947887743999986,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_1_glass_blur/adapted_client_model.pt
client_1,impulse_noise,"[0.0367, 0.006, 0.0037, 0.0047, 0.0002, 0.0157, 0.0183, 0.001, 0.0011, 0.0069, 0.0024, 0.0001, 0.018, 0.0015, 0.003, 0.0358, 0.0026, 0.001, 0.0138, 0.0023, 0.0021, 0.024, 0.0261, 0.0361, 0.0009, 0.0436, 0.0008, 0.0, 0.0001, 0.0063, 0.0009, 0.0143, 0.0151, 0.0004, 0.0007, 0.002, 0.0353, 0.0076, 0.0009, 0.021, 0.1604, 0.0011, 0.0005, 0.0002, 0.0024, 0.0013, 0.0045, 0.0024, 0.0015, 0.0011, 0.0298, 0.0376, 0.0005, 0.018, 0.0173, 0.006, 0.0065, 0.045, 0.0028, 0.0011, 0.0017, 0.002, 0.0123, 0.0002, 0.0004, 0.0026, 0.0005, 0.0028, 0.0012, 0.0055, 0.0067, 0.0021, 0.0069, 0.0046, 0.0222, 0.0039, 0.0087, 0.0008, 0.0021, 0.0069, 0.0029, 0.001, 0.0282, 0.0115, 0.0061, 0.007, 0.0016, 0.0089, 0.0008, 0.0009, 0.0002, 0.0014, 0.0181, 0.0061, 0.004, 0.0176, 0.0058, 0.0002, 0.0175, 0.0131]",8.039343458000005,0.1495,0.9345074744335397,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_1_impulse_noise/adapted_client_model.pt
client_1,motion_blur,"[0.0081, 0.0075, 0.0109, 0.0066, 0.0117, 0.0108, 0.0275, 0.005, 0.0039, 0.0036, 0.0042, 0.0121, 0.027, 0.0088, 0.0059, 0.0199, 0.0055, 0.0081, 0.0033, 0.0072, 0.0063, 0.0319, 0.0252, 0.0075, 0.0059, 0.0157, 0.0184, 0.0035, 0.0027, 0.0195, 0.0042, 0.0033, 0.031, 0.0047, 0.0048, 0.0057, 0.019, 0.0093, 0.0013, 0.0107, 0.0126, 0.0067, 0.0089, 0.0045, 0.0067, 0.0105, 0.0072, 0.0121, 0.0103, 0.0156, 0.0207, 0.0205, 0.0106, 0.0054, 0.0037, 0.0021, 0.0025, 0.002, 0.01, 0.0048, 0.0095, 0.0048, 0.0386, 0.0098, 0.0146, 0.0027, 0.0055, 0.0006, 0.0035, 0.0035, 0.0311, 0.0033, 0.003, 0.0028, 0.037, 0.0101, 0.0089, 0.0017, 0.0124, 0.0139, 0.0104, 0.0057, 0.024, 0.0045, 0.0035, 0.0142, 0.0067, 0.0028, 0.0053, 0.009, 0.0069, 0.005, 0.0022, 0.0439, 0.0044, 0.0112, 0.0041, 0.0027, 0.0064, 0.0042]",7.918474791999998,0.2673,0.9577234348852912,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_1_motion_blur/adapted_client_model.pt
client_1,zoom_blur,"[0.007, 0.0055, 0.0071, 0.0055, 0.0157, 0.0089, 0.0291, 0.0043, 0.0041, 0.0037, 0.0034, 0.0131, 0.0232, 0.0109, 0.0061, 0.0112, 0.0055, 0.0072, 0.0027, 0.0054, 0.0076, 0.0334, 0.0224, 0.0073, 0.0059, 0.0139, 0.018, 0.0066, 0.0025, 0.0159, 0.0056, 0.001, 0.0332, 0.0066, 0.0092, 0.0045, 0.0133, 0.0082, 0.001, 0.0118, 0.0118, 0.0047, 0.0108, 0.0047, 0.0074, 0.0111, 0.0068, 0.0173, 0.0106, 0.0148, 0.0195, 0.0216, 0.0121, 0.0061, 0.0023, 0.0018, 0.003, 0.0017, 0.0086, 0.0079, 0.0098, 0.0037, 0.0378, 0.0091, 0.0107, 0.0015, 0.0073, 0.001, 0.002, 0.0032, 0.0368, 0.004, 0.0025, 0.0034, 0.0369, 0.0112, 0.0071, 0.0007, 0.0157, 0.01, 0.0121, 0.0074, 0.0277, 0.0029, 0.0042, 0.0145, 0.0078, 0.0028, 0.0073, 0.0083, 0.0072, 0.0053, 0.0011, 0.0498, 0.004, 0.0139, 0.0032, 0.0036, 0.0073, 0.0031]",7.809402625000004,0.2577,0.9263173894010946,/Users/deepakkanneganti/Documents/TTA-Composition/Experiment 2/CIFAR100/paper_release/artifacts/tta/TTA-BN/client_1_zoom_blur/adapted_client_model.pt
