adapted_case,adapted_client,corruption,chunk_id,chunk_start,chunk_end,chunk_size,composition_name,performing_clients,performing_size,raw_wdm,raw_ucs,raw_bnuas,raw_bndas,raw_pdam,wasserstein_distance,aligned_wdm,aligned_ucs,aligned_bnuas,aligned_bndas,aligned_pdam,scaled_wdm,scaled_ucs,scaled_bnuas,scaled_bndas,scaled_pdam,ttaas,composition_accuracy_on_chunk,aggregated_accuracy_on_chunk,ground_truth_composable,predicted_at_0_35,correct_at_0_35,predicted_at_0_4,correct_at_0_4,predicted_at_0_5,correct_at_0_5,predicted_at_0_6,correct_at_0_6,rule_score,inference_score,semantic_score,similarity_score,mlaas_score,prediction_distribution_similarity,weight_cosine_similarity
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C2_C4_C5,"client_0,client_1,client_3,client_4",4,0.020951449871063232,-2.8346522430674668,3.999063551425934,0.5291688442230225,0.0,0.1642153114080429,0.9790485501289368,-2.8346522430674668,3.999063551425934,0.5291688442230225,0.0,0.6450508603249084,0.17237033418212236,0.7581161055055086,0.7576072484387437,0.0,0.46662890969025667,0.8420000076293945,0.8460000157356262,True,True,True,True,True,False,False,False,False,0.85,0.6,0.9794800000000001,0.8432301843663426,0.7684346571872573,0.8974,0.979039886191211
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C2_C5,"client_0,client_1,client_4",3,0.019699513912200928,-3.2275281029287726,3.999128222465515,0.5245736241340637,0.0,0.18637798726558685,0.9803004860877991,-3.2275281029287726,3.999128222465515,0.5245736241340637,0.0,0.6662551132899099,0.11129403166638928,0.7748814067401146,0.7500632741728991,0.0,0.4604987651738626,0.8140000104904175,0.8240000009536743,True,True,True,True,True,False,False,False,False,0.85,0.6,0.97974,0.8645172934986745,0.782196491897011,0.8987,0.9802919597773663
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C3,"client_0,client_2",2,0.03973180055618286,-2.107346520293504,3.9980809688568115,0.507122814655304,0.0,0.17472754418849945,0.9602681994438171,-2.107346520293504,3.9980809688568115,0.507122814655304,0.0,0.326964856101018,0.28543695110597234,0.5033916899732682,0.7214142747610442,0.0,0.36744155438826054,0.8320000171661377,0.8519999980926514,True,True,True,False,False,False,False,False,False,0.9249999999999999,0.8,0.9092800000000001,0.9080931630023726,0.8087324227579922,0.8964,0.9602595725410026
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C3_C4,"client_0,client_2,client_3",3,0.03463423252105713,0.37127380445599556,3.998289465904236,0.5189626812934875,0.0,0.1683078110218048,0.9653657674789429,0.37127380445599556,3.998289465904236,0.5189626812934875,0.0,0.4133032357585033,0.6707621396515026,0.5574424030780166,0.7408517875461457,0.0,0.47647191320683363,0.8500000238418579,0.871999979019165,True,True,True,True,True,False,False,False,False,0.85,0.6,0.9090000000000001,0.87436087132549,0.7809314918096731,0.895,0.9653576321767003
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C3_C4_C5,"client_0,client_2,client_3,client_4",4,0.03159421682357788,-0.34841952566057444,3.9983479380607605,0.5088350772857666,0.0,0.18107053637504578,0.9684057831764221,-0.34841952566057444,3.9983479380607605,0.5088350772857666,0.0,0.4647925003735276,0.5588789418284739,0.5726007076965867,0.7242252968602066,0.0,0.464099489351759,0.8479999899864197,0.8560000061988831,True,True,True,True,True,False,False,False,False,0.85,0.6,0.9092200000000001,0.8371788897768911,0.7660473209735567,0.8961,0.9683973585309015
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C3_C5,"client_0,client_2,client_4",3,0.03400450944900513,-2.516937579959631,3.9981955885887146,0.4995725452899933,0.0,0.1935817450284958,0.9659954905509949,-2.516937579959631,3.9981955885887146,0.4995725452899933,0.0,0.4239689628854906,0.22176211122973416,0.5331056754793949,0.709018995168461,0.0,0.3775711489526161,0.8299999833106995,0.8299999833106995,False,True,False,False,True,False,True,False,True,0.85,0.6,0.9092800000000001,0.8809509661194577,0.7877254171161658,0.8964,0.9659871868508411
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C4,"client_0,client_3",2,0.037879228591918945,-2.1890729614533484,3.998555541038513,0.49044331908226013,0.0,0.1666310429573059,0.962120771408081,-2.1890729614533484,3.998555541038513,0.49044331908226013,0.0,0.358342183581746,0.27273179572794776,0.6264196424432529,0.6940315416308831,0.0,0.390305032676766,0.8600000143051147,0.8740000128746033,True,True,True,False,False,False,False,False,False,0.9249999999999999,0.8,0.9091400000000002,0.9124114042953287,0.8185848866986003,0.8957,0.9621127517271554
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C4_C5,"client_0,client_3,client_4",3,0.03306889533996582,-2.663225426687859,3.9985393285751343,0.4776483476161957,0.0,0.1875898241996765,0.9669311046600342,-2.663225426687859,3.9985393285751343,0.4776483476161957,0.0,0.43981561870303143,0.1990202691010205,0.6222167282166973,0.6730260329493436,0.0,0.38681572979401857,0.843999981880188,0.8500000238418579,True,True,True,False,False,False,False,False,False,0.85,0.6,0.9093200000000001,0.880122674101823,0.7848211242759041,0.8966000000000001,0.9669225103895471
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C1_C5,"client_0,client_4",2,0.03720003366470337,-3.050661476838286,3.9983729124069214,0.444734662771225,0.0,0.2252691686153412,0.9627999663352966,-3.050661476838286,3.9983729124069214,0.444734662771225,0.0,0.36984582396149235,0.13878963692921475,0.579075049832347,0.6189916261836723,0.0,0.3413404273813453,0.8159999847412109,0.8220000267028809,True,False,False,False,False,False,False,False,False,0.9249999999999999,0.8,0.9096200000000001,0.9159071305960842,0.8249834493942251,0.8981,0.9627915898705827
client_1_zigzag_tta_memo,client_1,zigzag,4,2000,2500,500,C2,client_1,1,-5.364418029785156e-06,-2.260183410020545,3.999996602535248,0.6733655333518982,1.0,0.09544256329536438,1.0000053644180298,-2.260183410020545,3.999996602535248,0.6733655333518982,1.0,1.0,0.2616769977308073,1.0,0.9943349983504437,1.0,0.8512023992162503,0.8140000104904175,0.8339999914169312,True,True,True,True,True,True,True,True,True,0.85,0.8,0.9807000000000001,0.9667740832409013,0.8877693066990033,0.9035,0.9999958283467246
