adapted_case,adapted_client,corruption,chunk_id,chunk_start,chunk_end,chunk_size,composition_name,performing_clients,performing_size,raw_wdm,raw_ucs,raw_bnuas,raw_bndas,raw_pdam,wasserstein_distance,aligned_wdm,aligned_ucs,aligned_bnuas,aligned_bndas,aligned_pdam,scaled_wdm,scaled_ucs,scaled_bnuas,scaled_bndas,scaled_pdam,ttaas,composition_accuracy_on_chunk,aggregated_accuracy_on_chunk,ground_truth_composable,predicted_at_0_35,correct_at_0_35,predicted_at_0_4,correct_at_0_4,predicted_at_0_5,correct_at_0_5,predicted_at_0_6,correct_at_0_6
client_0_brightness,client_0,brightness,1,500,1000,500,C1_C3_C5,"client_0,client_2,client_4",3,0.021080852,0.202064946,3.874586165,0.192710608,0,3.772172451,0.978919148,0.202064946,3.874586165,0.192710608,0,0.668780861,0.876926558,0.845624115,0.221217732,1,0.722509853,0.246000007,0.257999986,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C1_C4,"client_0,client_3",2,0.013793051,0.032531954,3.8709203,0.204024881,0,3.944738388,0.986206949,0.032531954,3.8709203,0.204024881,0,0.787159925,0.789811475,0.834885243,0.241157937,1,0.730602916,0.194000006,0.256000012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C1_C4_C5,"client_0,client_3,client_4",3,0.018420041,0.086368024,3.871069431,0.196236819,0,3.75717926,0.981579959,0.086368024,3.871069431,0.196236819,0,0.712001627,0.817475316,0.83532211,0.227432304,1,0.718446271,0.228,0.263999999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C1_C5,"client_0,client_4",2,0.014642239,-0.02449362,3.871283054,0.196922541,0,3.505815029,0.985357761,-0.02449362,3.871283054,0.196922541,0,0.773366187,0.760508697,0.835947903,0.228640816,1,0.719692721,0.310000002,0.200000003,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
client_0_brightness,client_0,brightness,1,500,1000,500,C2,client_1,1,0.050378978,-0.180195763,3.868571818,0.154722676,0,3.443703175,0.949621022,-0.180195763,3.868571818,0.154722676,0,0.192878028,0.680500642,0.828005541,0.154268034,1,0.571130449,0.351999998,0.273999989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C3,"client_1,client_2",2,0.042589247,0.289111547,3.875487149,0.162837297,0,3.770547152,0.957410753,0.289111547,3.875487149,0.162837297,0,0.319410181,0.921655739,0.848263478,0.168569192,1,0.651579718,0.270000011,0.328000009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C3_C4,"client_1,client_2,client_3",3,0.037178874,0.324072435,3.873938739,0.169431046,0,3.823824644,0.962821126,0.324072435,3.873938739,0.169431046,0,0.407293341,0.939620506,0.84372753,0.180189975,1,0.67416627,0.236000001,0.349999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C3_C4_C5,"client_1,client_2,client_3,client_4",4,0.034192681,0.286527932,3.873275757,0.176572591,0,3.731663227,0.965807319,0.286527932,3.873275757,0.176572591,0,0.455799431,0.92032814,0.841785373,0.19277619,1,0.682137827,0.25999999,0.34799999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C3_C5,"client_1,client_2,client_4",3,0.036700726,0.257513255,3.874077737,0.174203083,0,3.647945881,0.963299274,0.257513255,3.874077737,0.174203083,0,0.415060124,0.905418853,0.844134714,0.188600184,1,0.670642775,0.300000012,0.326000005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
client_0_brightness,client_0,brightness,1,500,1000,500,C2_C4,"client_1,client_3",2,0.040319026,0.164827053,3.869526446,0.169143707,0,3.714272022,0.959680974,0.164827053,3.869526446,0.169143707,0,0.356286428,0.857791745,0.830802052,0.17968357,1,0.644912759,0.247999996,0.342000008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
