technique,score_threshold_rule,truth_threshold_rule,accuracy,precision,recall,f1
rule_based,mean,mean,0.356258064516129,0.4148235294117647,0.4133645955451348,0.4140927774515561
inference_based,mean,mean,0.3321290322580645,0.3102083333333333,0.17456037514654163,0.2234058514628657
semantic_based,mean,mean,0.6114838709677419,0.65675,0.6159437280187573,0.6356926799758016
similarity_based,mean,mean,0.41238709677419355,0.4600828729281768,0.39050410316529893,0.42244768547875716
mlaas_based,mean,mean,0.29535483870967744,0.324633431085044,0.25955451348182884,0.28846905537459283
CATTM,mean_minus_16pct,mean_minus_16pct,0.8189032258064516,0.948421926910299,0.8393237780227858,0.8905439656853187
