corruption,mean_accuracy,scale,threshold,precision,recall,accuracy,f1
fog,0.3915150316455696,0.6,0.23490901898734176,0.11392405063291139,1.0,0.11392405063291139,0.20454545454545456
fog,0.3915150316455696,0.7,0.2740605221518987,0.11392405063291139,1.0,0.11392405063291139,0.20454545454545456
fog,0.3915150316455696,0.8,0.3132120253164557,0.11392405063291139,1.0,0.11392405063291139,0.20454545454545456
fog,0.3915150316455696,0.9,0.35236352848101266,0.11538461538461539,1.0,0.12658227848101267,0.20689655172413793
fog,0.3915150316455696,1.0,0.3915150316455696,0.11538461538461539,1.0,0.12658227848101267,0.20689655172413793
fog,0.3915150316455696,1.1,0.4306665348101266,0.11538461538461539,1.0,0.12658227848101267,0.20689655172413793
fog,0.3915150316455696,1.2,0.4698180379746835,0.11688311688311688,1.0,0.13924050632911392,0.20930232558139536
fog,0.3915150316455696,1.3,0.5089695411392405,0.11688311688311688,1.0,0.13924050632911392,0.20930232558139536
fog,0.3915150316455696,1.4,0.5481210443037974,0.0945945945945946,0.7777777777777778,0.12658227848101267,0.16867469879518074
fog,0.3915150316455696,1.5,0.5872725474683544,0.09722222222222222,0.7777777777777778,0.1518987341772152,0.17283950617283952
frost,0.3341574367088608,0.5,0.1670787183544304,0.620253164556962,1.0,0.620253164556962,0.765625
frost,0.3341574367088608,0.6,0.20049446202531646,0.620253164556962,1.0,0.620253164556962,0.765625
frost,0.3341574367088608,0.7,0.23391020569620252,0.620253164556962,1.0,0.620253164556962,0.765625
frost,0.3341574367088608,0.8,0.26732594936708864,0.620253164556962,1.0,0.620253164556962,0.765625
frost,0.3341574367088608,0.9,0.3007416930379747,0.620253164556962,1.0,0.620253164556962,0.765625
frost,0.3341574367088608,1.0,0.3341574367088608,0.6,0.9183673469387755,0.569620253164557,0.7258064516129031
frost,0.3341574367088608,1.1,0.3675731803797469,0.6081081081081081,0.9183673469387755,0.5822784810126582,0.7317073170731707
frost,0.3341574367088608,1.2,0.4009889240506329,0.6081081081081081,0.9183673469387755,0.5822784810126582,0.7317073170731707
frost,0.3341574367088608,1.3,0.43440466772151903,0.546875,0.7142857142857143,0.45569620253164556,0.6194690265486725
frost,0.3341574367088608,1.4,0.46782041139240504,0.5,0.5714285714285714,0.379746835443038,0.5333333333333333
frost,0.3341574367088608,1.5,0.5012361550632911,0.5094339622641509,0.5510204081632653,0.3924050632911392,0.5294117647058822
gaussian_blur,0.4029865506329114,0.5,0.2014932753164557,0.10526315789473684,1.0,0.13924050632911392,0.1904761904761905
gaussian_blur,0.4029865506329114,0.6,0.24179193037974683,0.07246376811594203,0.625,0.1518987341772152,0.12987012987012989
gaussian_blur,0.4029865506329114,0.7,0.28209058544303794,0.07692307692307693,0.625,0.20253164556962025,0.13698630136986303
gaussian_blur,0.4029865506329114,0.8,0.3223892405063291,0.07017543859649122,0.5,0.27848101265822783,0.12307692307692307
gaussian_blur,0.4029865506329114,0.9,0.3626878955696203,0.07407407407407407,0.5,0.31645569620253167,0.12903225806451613
gaussian_blur,0.4029865506329114,1.0,0.4029865506329114,0.08163265306122448,0.5,0.379746835443038,0.14035087719298245
gaussian_blur,0.4029865506329114,1.1,0.44328520569620256,0.06521739130434782,0.375,0.3924050632911392,0.11111111111111109
gaussian_blur,0.4029865506329114,1.2,0.48358386075949367,0.058823529411764705,0.25,0.5189873417721519,0.09523809523809523
gaussian_blur,0.4029865506329114,1.3,0.5238825158227848,0.06896551724137931,0.25,0.5822784810126582,0.1081081081081081
