tta_method,case,performing_clients,performing_length,tta_client,tta_corruption,clean_samples,corruption_samples,tta_local_before,tta_local_after,initial_mixed_accuracy,initial_shift_accuracy,fedavg_mixed_accuracy,fedavg_shift_accuracy,protected_v2_mixed_accuracy,protected_v2_shift_accuracy,protected_v2_gain_vs_initial_mixed,protected_v2_gain_vs_fedavg_mixed,protected_v2_gain_vs_initial_shift,protected_v2_gain_vs_fedavg_shift,model_pref_tta_weight,bn_pref_tta_weight,sum_pref_tta_weight,artifact_dir
tta_bn,perf_0_2_4_plus_3_on_glass_blur,"client_0,client_2,client_4",3,client_3,glass_blur,50,50,0.8118,0.6881,0.93,0.86,0.94,0.88,0.92,0.84,-0.010000000000000009,-0.019999999999999907,-0.020000000000000018,-0.040000000000000036,0.0001665706368959026,0.0029776729142900558,0.0031442435511859585,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_glass_blur_tta_bn
tta_bn,perf_1_2_4_plus_3_on_glass_blur,"client_1,client_2,client_4",3,client_3,glass_blur,50,50,0.8118,0.6881,0.93,0.86,0.94,0.88,0.91,0.84,-0.020000000000000018,-0.029999999999999916,-0.020000000000000018,-0.040000000000000036,0.00017155404471081348,0.0031010927111855663,0.00327264675589638,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_glass_blur_tta_bn
tta_bn,perf_0_1_2_4_plus_3_on_glass_blur,"client_0,client_1,client_2,client_4",4,client_3,glass_blur,50,50,0.8118,0.6881,0.93,0.86,0.94,0.88,0.92,0.84,-0.010000000000000009,-0.019999999999999907,-0.020000000000000018,-0.040000000000000036,0.00022556684760611031,0.003384666030159611,0.0036102328777657213,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_glass_blur_tta_bn
tta_bn,perf_0_plus_3_on_stripe,client_0,1,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.81,0.92,0.91,0.82,-0.029999999999999916,0.09999999999999998,-0.06000000000000005,-0.10000000000000009,2.9095285933283444e-05,1.4178050740067443e-06,3.051309100729019e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_1_plus_3_on_stripe,client_1,1,client_3,stripe,50,50,0.8855,0.391,0.96,0.92,0.8,0.92,0.94,0.9,-0.020000000000000018,0.1399999999999999,-0.020000000000000018,-0.020000000000000018,3.5808911043040873e-05,1.0195138721947514e-06,3.682842491523563e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_2_plus_3_on_stripe,client_2,1,client_3,stripe,50,50,0.8855,0.391,0.93,0.86,0.84,0.92,0.93,0.86,0.0,0.09000000000000008,0.0,-0.06000000000000005,1.718796481322614e-05,1.1184223464205859e-06,1.8306387159646726e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_4_plus_3_on_stripe,client_4,1,client_3,stripe,50,50,0.8855,0.391,0.93,0.86,0.83,0.92,0.92,0.84,-0.010000000000000009,0.09000000000000008,-0.020000000000000018,-0.08000000000000007,2.6041978625172744e-05,1.6407954398157932e-06,2.7682774064988536e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_1_plus_3_on_stripe,"client_0,client_1",2,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.81,0.92,0.92,0.86,-0.019999999999999907,0.10999999999999999,-0.020000000000000018,-0.06000000000000005,0.00011700042788472369,1.3181752042342982e-06,0.00011831860308895799,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_2_plus_3_on_stripe,"client_0,client_2",2,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.83,0.92,0.95,0.9,0.010000000000000009,0.12,0.020000000000000018,-0.020000000000000018,9.571765026945278e-05,1.401773683474132e-06,9.711942395292691e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_4_plus_3_on_stripe,"client_0,client_4",2,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.82,0.92,0.93,0.86,-0.009999999999999898,0.1100000000000001,-0.020000000000000018,-0.06000000000000005,0.00010479589736835736,1.6622879791820762e-06,0.00010645818534753943,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_1_2_plus_3_on_stripe,"client_1,client_2",2,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.81,0.92,0.94,0.88,0.0,0.1299999999999999,0.0,-0.040000000000000036,0.00010318689937957428,1.1438546029181948e-06,0.00010433075398249247,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_1_4_plus_3_on_stripe,"client_1,client_4",2,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.82,0.92,0.91,0.84,-0.029999999999999916,0.09000000000000008,-0.040000000000000036,-0.08000000000000007,0.00010972851309463825,1.4567300847958574e-06,0.00011118524317943411,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_2_4_plus_3_on_stripe,"client_2,client_4",2,client_3,stripe,50,50,0.8855,0.391,0.93,0.86,0.83,0.92,0.94,0.88,0.009999999999999898,0.10999999999999999,0.020000000000000018,-0.040000000000000036,9.427796089954778e-05,1.5343830785980054e-06,9.581234397814578e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_1_2_plus_3_on_stripe,"client_0,client_1,client_2",3,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.82,0.92,0.95,0.9,0.010000000000000009,0.13,0.020000000000000018,-0.020000000000000018,0.00017540321839343395,1.322146161304453e-06,0.00017672536455473842,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_1_4_plus_3_on_stripe,"client_0,client_1,client_4",3,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.82,0.92,0.92,0.86,-0.019999999999999907,0.10000000000000009,-0.020000000000000018,-0.06000000000000005,0.00017793403703148908,1.5220955016733417e-06,0.0001794561325331624,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_2_4_plus_3_on_stripe,"client_0,client_2,client_4",3,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.83,0.92,0.95,0.9,0.010000000000000009,0.12,0.020000000000000018,-0.020000000000000018,0.0001665706368959026,1.5844851664670961e-06,0.0001681551220623697,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_1_2_4_plus_3_on_stripe,"client_1,client_2,client_4",3,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.83,0.92,0.93,0.88,-0.009999999999999898,0.10000000000000009,0.0,-0.040000000000000036,0.00017155404471081348,1.4155272509799972e-06,0.00017296957196179347,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_1_2_4_plus_3_on_stripe,"client_0,client_1,client_2,client_4",4,client_3,stripe,50,50,0.8855,0.391,0.94,0.88,0.82,0.92,0.95,0.9,0.010000000000000009,0.13,0.020000000000000018,-0.020000000000000018,0.00022556684760611031,1.4820767181505442e-06,0.00022704892432426086,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_stripe_tta_bn
tta_bn,perf_0_plus_3_on_zigzag,client_0,1,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.92,0.84,0.89,0.78,-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.05999999999999994,2.9095285933283444e-05,0.010404960267265374,0.010434055553198658,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_1_plus_3_on_zigzag,client_1,1,client_3,zigzag,50,50,0.8483,0.8701,0.91,0.82,0.91,0.82,0.91,0.84,0.0,0.0,0.020000000000000018,0.020000000000000018,3.5808911043040873e-05,0.009696307675639745,0.009732116586682786,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_2_plus_3_on_zigzag,client_2,1,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.91,0.82,0.89,0.78,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.039999999999999925,1.718796481322614e-05,0.0164791390985235,0.016496327063336726,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_4_plus_3_on_zigzag,client_4,1,client_3,zigzag,50,50,0.8483,0.8701,0.89,0.78,0.92,0.84,0.88,0.76,-0.010000000000000009,-0.040000000000000036,-0.020000000000000018,-0.07999999999999996,2.6041978625172744e-05,0.012653792928875607,0.01267983490750078,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_1_plus_3_on_zigzag,"client_0,client_1",2,client_3,zigzag,50,50,0.8483,0.8701,0.91,0.82,0.92,0.84,0.9,0.82,-0.010000000000000009,-0.020000000000000018,0.0,-0.020000000000000018,0.00011700042788472369,0.013298911374668695,0.013415911802553419,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_2_plus_3_on_zigzag,"client_0,client_2",2,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.91,0.82,0.89,0.78,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.039999999999999925,9.571765026945278e-05,0.018392769108032777,0.01848848675830223,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_4_plus_3_on_zigzag,"client_0,client_4",2,client_3,zigzag,50,50,0.8483,0.8701,0.89,0.78,0.92,0.84,0.92,0.84,0.030000000000000027,0.0,0.05999999999999994,0.0,0.00010479589736835736,0.014907945747048658,0.015012741644417016,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_1_2_plus_3_on_zigzag,"client_1,client_2",2,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.91,0.82,0.9,0.8,0.0,-0.010000000000000009,0.0,-0.019999999999999907,0.00010318689937957428,0.01561228164821491,0.015715468547594483,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_1_4_plus_3_on_zigzag,"client_1,client_4",2,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.92,0.84,0.91,0.84,0.010000000000000009,-0.010000000000000009,0.039999999999999925,0.0,0.00010972851309463825,0.016078657141330194,0.016188385654424833,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_2_4_plus_3_on_zigzag,"client_2,client_4",2,client_3,zigzag,50,50,0.8483,0.8701,0.91,0.82,0.92,0.84,0.89,0.78,-0.020000000000000018,-0.030000000000000027,-0.039999999999999925,-0.05999999999999994,9.427796089954778e-05,0.021812826331305844,0.021907104292205392,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_1_2_plus_3_on_zigzag,"client_0,client_1,client_2",3,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.91,0.82,0.91,0.82,0.010000000000000009,0.0,0.019999999999999907,0.0,0.00017540321839343395,0.017202728851425615,0.017378132069819047,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_1_4_plus_3_on_zigzag,"client_0,client_1,client_4",3,client_3,zigzag,50,50,0.8483,0.8701,0.91,0.82,0.92,0.84,0.91,0.84,0.0,-0.010000000000000009,0.020000000000000018,0.0,0.00017793403703148908,0.016363490256743954,0.016541424293775444,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_2_4_plus_3_on_zigzag,"client_0,client_2,client_4",3,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.92,0.84,0.9,0.8,0.0,-0.020000000000000018,0.0,-0.039999999999999925,0.0001665706368959026,0.02039230226465548,0.02055887290155138,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_1_2_4_plus_3_on_zigzag,"client_1,client_2,client_4",3,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.92,0.84,0.9,0.82,0.0,-0.020000000000000018,0.019999999999999907,-0.020000000000000018,0.00017155404471081348,0.01977059483002544,0.019942148874736252,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_1_2_4_plus_3_on_zigzag,"client_0,client_1,client_2,client_4",4,client_3,zigzag,50,50,0.8483,0.8701,0.9,0.8,0.92,0.84,0.91,0.82,0.010000000000000009,-0.010000000000000009,0.019999999999999907,-0.020000000000000018,0.00022556684760611031,0.019395409665963415,0.019620976513569525,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_3_zigzag_tta_bn
tta_bn,perf_0_plus_4_on_brightness,client_0,1,client_4,brightness,50,50,0.4112,0.6782,0.67,0.34,0.88,0.98,0.62,0.24,-0.050000000000000044,-0.26,-0.10000000000000003,-0.74,3.517293562926736e-05,1.482526234574255e-06,3.665546186384162e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_1_plus_4_on_brightness,client_1,1,client_4,brightness,50,50,0.4112,0.6782,0.68,0.38,0.84,0.96,0.67,0.36,-0.010000000000000009,-0.16999999999999993,-0.020000000000000018,-0.6,4.552402718002308e-05,1.78170513174665e-06,4.7305732311769725e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_2_plus_4_on_brightness,client_2,1,client_4,brightness,50,50,0.4112,0.6782,0.66,0.32,0.87,0.96,0.61,0.22,-0.050000000000000044,-0.26,-0.1,-0.74,1.7546562480111453e-05,1.175375115067779e-06,1.8721937595179233e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_3_plus_4_on_brightness,client_3,1,client_4,brightness,50,50,0.4112,0.6782,0.63,0.26,0.85,0.96,0.56,0.12,-0.06999999999999995,-0.2899999999999999,-0.14,-0.84,2.6041978625172744e-05,1.5790863093102453e-06,2.7621064934482987e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_1_plus_4_on_brightness,"client_0,client_1",2,client_4,brightness,50,50,0.4112,0.6782,0.66,0.34,0.86,0.96,0.66,0.34,0.0,-0.19999999999999996,0.0,-0.6199999999999999,0.00014961526180735257,1.7869190188917852e-06,0.00015140218082624436,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_2_plus_4_on_brightness,"client_0,client_2",2,client_4,brightness,50,50,0.4112,0.6782,0.64,0.28,0.88,0.96,0.62,0.24,-0.020000000000000018,-0.26,-0.040000000000000036,-0.72,0.00010782179034040309,1.4700383407561186e-06,0.00010929182868115921,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_3_plus_4_on_brightness,"client_0,client_3",2,client_4,brightness,50,50,0.4112,0.6782,0.62,0.24,0.9,0.96,0.6,0.2,-0.020000000000000018,-0.30000000000000004,-0.03999999999999998,-0.76,0.00012323935755005256,1.6782214773231392e-06,0.00012491757902737569,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_1_2_plus_4_on_brightness,"client_1,client_2",2,client_4,brightness,50,50,0.4112,0.6782,0.66,0.34,0.87,0.96,0.64,0.28,-0.020000000000000018,-0.22999999999999998,-0.06,-0.6799999999999999,0.00011937844897474902,1.5502033490757279e-06,0.00012092865232382475,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_1_3_plus_4_on_brightness,"client_1,client_3",2,client_4,brightness,50,50,0.4112,0.6782,0.66,0.32,0.86,0.96,0.63,0.26,-0.030000000000000027,-0.22999999999999998,-0.06,-0.7,0.00013428972401116545,1.8667995329999477e-06,0.0001361565235441654,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_2_3_plus_4_on_brightness,"client_2,client_3",2,client_4,brightness,50,50,0.4112,0.6782,0.63,0.26,0.88,0.94,0.59,0.18,-0.040000000000000036,-0.29000000000000004,-0.08000000000000002,-0.76,9.602235259805241e-05,1.4952114878406291e-06,9.751756408589303e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_1_2_plus_4_on_brightness,"client_0,client_1,client_2",3,client_4,brightness,50,50,0.4112,0.6782,0.66,0.32,0.87,0.96,0.64,0.28,-0.020000000000000018,-0.22999999999999998,-0.03999999999999998,-0.6799999999999999,0.00020996354414043786,1.6460113747866481e-06,0.0002116095555152245,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_1_3_plus_4_on_brightness,"client_0,client_1,client_3",3,client_4,brightness,50,50,0.4112,0.6782,0.66,0.32,0.88,0.96,0.64,0.28,-0.020000000000000018,-0.24,-0.03999999999999998,-0.6799999999999999,0.00022374294452172063,1.8348960548879356e-06,0.00022557784057660856,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_2_3_plus_4_on_brightness,"client_0,client_2,client_3",3,client_4,brightness,50,50,0.4112,0.6782,0.62,0.24,0.89,0.94,0.6,0.2,-0.020000000000000018,-0.29000000000000004,-0.03999999999999998,-0.74,0.00018641426190008136,1.59656071658324e-06,0.0001880108226166646,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_1_2_3_plus_4_on_brightness,"client_1,client_2,client_3",3,client_4,brightness,50,50,0.4112,0.6782,0.64,0.28,0.87,0.94,0.62,0.24,-0.020000000000000018,-0.25,-0.040000000000000036,-0.7,0.00019677051389587272,1.6790186467529473e-06,0.00019844953254262568,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_1_2_3_plus_4_on_brightness,"client_0,client_1,client_2,client_3",4,client_4,brightness,50,50,0.4112,0.6782,0.64,0.28,0.88,0.94,0.62,0.24,-0.020000000000000018,-0.26,-0.040000000000000036,-0.7,0.00026833851716167,1.713615935205809e-06,0.0002700521330968758,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_brightness_tta_bn
tta_bn,perf_0_plus_4_on_glass_blur,client_0,1,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.92,0.84,-0.010000000000000009,-0.019999999999999907,-0.020000000000000018,-0.040000000000000036,3.517293562926736e-05,0.002477366208639742,0.0025125391442690093,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_1_plus_4_on_glass_blur,client_1,1,client_4,glass_blur,50,50,0.7814,0.7601,0.9,0.82,0.93,0.88,0.9,0.82,0.0,-0.030000000000000027,0.0,-0.06000000000000005,4.552402718002308e-05,0.002077765657418474,0.002123289684598497,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_2_plus_4_on_glass_blur,client_2,1,client_4,glass_blur,50,50,0.7814,0.7601,0.92,0.84,0.94,0.88,0.9,0.8,-0.020000000000000018,-0.039999999999999925,-0.039999999999999925,-0.07999999999999996,1.7546562480111453e-05,0.001134913687526372,0.0011524602500064835,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_3_plus_4_on_glass_blur,client_3,1,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.95,0.9,0.91,0.82,-0.020000000000000018,-0.039999999999999925,-0.040000000000000036,-0.08000000000000007,2.6041978625172744e-05,0.0016838088207867987,0.0017098507994119715,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_1_plus_4_on_glass_blur,"client_0,client_1",2,client_4,glass_blur,50,50,0.7814,0.7601,0.91,0.84,0.94,0.88,0.91,0.84,0.0,-0.029999999999999916,0.0,-0.040000000000000036,0.00014961526180735257,0.0027993492837060496,0.002948964545513402,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_2_plus_4_on_glass_blur,"client_0,client_2",2,client_4,glass_blur,50,50,0.7814,0.7601,0.92,0.84,0.94,0.88,0.92,0.84,0.0,-0.019999999999999907,0.0,-0.040000000000000036,0.00010782179034040309,0.0020888337999936052,0.0021966555903340083,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_3_plus_4_on_glass_blur,"client_0,client_3",2,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.93,0.86,0.0,-0.009999999999999898,0.0,-0.020000000000000018,0.00012323935755005256,0.002492308087040401,0.0026155474445904536,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_1_2_plus_4_on_glass_blur,"client_1,client_2",2,client_4,glass_blur,50,50,0.7814,0.7601,0.91,0.84,0.94,0.88,0.93,0.86,0.020000000000000018,-0.009999999999999898,0.020000000000000018,-0.020000000000000018,0.00011937844897474902,0.0017665235519345641,0.001885902000909313,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_1_3_plus_4_on_glass_blur,"client_1,client_3",2,client_4,glass_blur,50,50,0.7814,0.7601,0.94,0.88,0.94,0.88,0.94,0.88,0.0,0.0,0.0,0.0,0.00013428972401116545,0.0023513999312095727,0.002485689655220738,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_2_3_plus_4_on_glass_blur,"client_2,client_3",2,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.92,0.84,-0.010000000000000009,-0.019999999999999907,-0.020000000000000018,-0.040000000000000036,9.602235259805241e-05,0.0016741338662915749,0.0017701562188896273,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_1_2_plus_4_on_glass_blur,"client_0,client_1,client_2",3,client_4,glass_blur,50,50,0.7814,0.7601,0.92,0.84,0.94,0.88,0.91,0.82,-0.010000000000000009,-0.029999999999999916,-0.020000000000000018,-0.06000000000000005,0.00020996354414043786,0.0023211927971256304,0.002531156341266068,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_1_3_plus_4_on_glass_blur,"client_0,client_1,client_3",3,client_4,glass_blur,50,50,0.7814,0.7601,0.94,0.88,0.94,0.88,0.94,0.88,0.0,0.0,0.0,0.0,0.00022374294452172063,0.0027325165290240454,0.002956259473545766,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_2_3_plus_4_on_glass_blur,"client_0,client_2,client_3",3,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.94,0.88,0.009999999999999898,0.0,0.020000000000000018,0.0,0.00018641426190008136,0.0022053501939062444,0.0023917644558063256,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_1_2_3_plus_4_on_glass_blur,"client_1,client_2,client_3",3,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.93,0.86,0.0,-0.009999999999999898,0.0,-0.020000000000000018,0.00019677051389587272,0.00203247706280178,0.0022292475766976525,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
tta_bn,perf_0_1_2_3_plus_4_on_glass_blur,"client_0,client_1,client_2,client_3",4,client_4,glass_blur,50,50,0.7814,0.7601,0.93,0.86,0.94,0.88,0.94,0.88,0.009999999999999898,0.0,0.020000000000000018,0.0,0.00026833851716167,0.0023884190027590726,0.002656757519920743,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_4_glass_blur_tta_bn
