tta_method,case,performing_clients,performing_length,tta_client,tta_corruption,clean_samples,corruption_samples,tta_local_before,tta_local_after,initial_mixed_accuracy,initial_shift_accuracy,fedavg_mixed_accuracy,fedavg_shift_accuracy,protected_v2_mixed_accuracy,protected_v2_shift_accuracy,protected_v2_gain_vs_initial_mixed,protected_v2_gain_vs_fedavg_mixed,protected_v2_gain_vs_initial_shift,protected_v2_gain_vs_fedavg_shift,model_pref_tta_weight,bn_pref_tta_weight,sum_pref_tta_weight,artifact_dir
tent,perf_2_4_plus_3_on_zigzag,"client_2,client_4",2,client_3,zigzag,50,50,0.8483,0.8959,0.91,0.82,0.92,0.84,0.89,0.78,-0.020000000000000018,-0.030000000000000027,-0.039999999999999925,-0.05999999999999994,9.427796089954778e-05,0.04384765749111523,0.04394193545201478,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_0_1_2_plus_3_on_zigzag,"client_0,client_1,client_2",3,client_3,zigzag,50,50,0.8483,0.8959,0.9,0.8,0.91,0.82,0.91,0.82,0.010000000000000009,0.0,0.019999999999999907,0.0,0.00017540321839343395,0.04115085562767962,0.04132625884607305,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_0_1_4_plus_3_on_zigzag,"client_0,client_1,client_4",3,client_3,zigzag,50,50,0.8483,0.8959,0.91,0.82,0.92,0.84,0.91,0.84,0.0,-0.010000000000000009,0.020000000000000018,0.0,0.00017793403703148908,0.044025313302022126,0.04420324733905361,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_0_2_4_plus_3_on_zigzag,"client_0,client_2,client_4",3,client_3,zigzag,50,50,0.8483,0.8959,0.9,0.8,0.92,0.84,0.9,0.8,0.0,-0.020000000000000018,0.0,-0.039999999999999925,0.0001665706368959026,0.0477674420863401,0.047934012723236004,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_1_2_4_plus_3_on_zigzag,"client_1,client_2,client_4",3,client_3,zigzag,50,50,0.8483,0.8959,0.9,0.8,0.91,0.82,0.9,0.82,0.0,-0.010000000000000009,0.019999999999999907,0.0,0.00017155404471081348,0.04430785746076794,0.04447941150547875,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_0_1_2_4_plus_3_on_zigzag,"client_0,client_1,client_2,client_4",4,client_3,zigzag,50,50,0.8483,0.8959,0.9,0.8,0.91,0.82,0.91,0.82,0.010000000000000009,0.0,0.019999999999999907,0.0,0.00022556684760611031,0.047493064445909755,0.04771863129351587,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_3_zigzag
tent,perf_0_plus_4_on_brightness,client_0,1,client_4,brightness,50,50,0.4112,0.9805,0.67,0.34,0.61,0.22,0.62,0.24,-0.050000000000000044,0.010000000000000009,-0.10000000000000003,0.01999999999999999,3.517293562926736e-05,0.027288119268134396,0.027323292203763665,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_1_plus_4_on_brightness,client_1,1,client_4,brightness,50,50,0.4112,0.9805,0.68,0.38,0.65,0.32,0.67,0.36,-0.010000000000000009,0.020000000000000018,-0.020000000000000018,0.03999999999999998,4.552402718002308e-05,0.016679924226952973,0.016725448254132996,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_2_plus_4_on_brightness,client_2,1,client_4,brightness,50,50,0.4112,0.9805,0.66,0.32,0.62,0.24,0.61,0.22,-0.050000000000000044,-0.010000000000000009,-0.1,-0.01999999999999999,1.7546562480111453e-05,0.015699854905857756,0.015717401468337867,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_3_plus_4_on_brightness,client_3,1,client_4,brightness,50,50,0.4112,0.9805,0.63,0.26,0.55,0.1,0.56,0.12,-0.06999999999999995,0.010000000000000009,-0.14,0.01999999999999999,2.6041978625172744e-05,0.025274716033288094,0.025300758011913265,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_1_plus_4_on_brightness,"client_0,client_1",2,client_4,brightness,50,50,0.4112,0.9805,0.66,0.34,0.61,0.24,0.65,0.32,-0.010000000000000009,0.040000000000000036,-0.020000000000000018,0.08000000000000002,0.00014961526180735257,0.02964963606437651,0.029799251326183863,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_2_plus_4_on_brightness,"client_0,client_2",2,client_4,brightness,50,50,0.4112,0.9805,0.64,0.28,0.61,0.22,0.62,0.24,-0.020000000000000018,0.010000000000000009,-0.040000000000000036,0.01999999999999999,0.00010782179034040309,0.030214313836833217,0.03032213562717362,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_3_plus_4_on_brightness,"client_0,client_3",2,client_4,brightness,50,50,0.4112,0.9805,0.62,0.24,0.59,0.18,0.6,0.2,-0.020000000000000018,0.010000000000000009,-0.03999999999999998,0.020000000000000018,0.00012323935755005256,0.03719019135860413,0.03731343071615418,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_1_2_plus_4_on_brightness,"client_1,client_2",2,client_4,brightness,50,50,0.4112,0.9805,0.66,0.34,0.62,0.26,0.64,0.28,-0.020000000000000018,0.020000000000000018,-0.06,0.020000000000000018,0.00011937844897474902,0.02041475036589464,0.02053412881486939,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_1_3_plus_4_on_brightness,"client_1,client_3",2,client_4,brightness,50,50,0.4112,0.9805,0.66,0.32,0.61,0.24,0.63,0.26,-0.030000000000000027,0.020000000000000018,-0.06,0.020000000000000018,0.00013428972401116545,0.02975858572464746,0.029892875448658627,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_2_3_plus_4_on_brightness,"client_2,client_3",2,client_4,brightness,50,50,0.4112,0.9805,0.63,0.26,0.6,0.2,0.59,0.18,-0.040000000000000036,-0.010000000000000009,-0.08000000000000002,-0.020000000000000018,9.602235259805241e-05,0.027531113109867257,0.02762713546246531,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_1_2_plus_4_on_brightness,"client_0,client_1,client_2",3,client_4,brightness,50,50,0.4112,0.9805,0.66,0.32,0.63,0.26,0.64,0.28,-0.020000000000000018,0.010000000000000009,-0.03999999999999998,0.020000000000000018,0.00020996354414043786,0.02932660828932623,0.029536571833466668,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_1_3_plus_4_on_brightness,"client_0,client_1,client_3",3,client_4,brightness,50,50,0.4112,0.9805,0.66,0.32,0.62,0.24,0.64,0.28,-0.020000000000000018,0.020000000000000018,-0.03999999999999998,0.040000000000000036,0.00022374294452172063,0.03624681301111373,0.036470555955635454,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_2_3_plus_4_on_brightness,"client_0,client_2,client_3",3,client_4,brightness,50,50,0.4112,0.9805,0.62,0.24,0.61,0.22,0.6,0.2,-0.020000000000000018,-0.010000000000000009,-0.03999999999999998,-0.01999999999999999,0.00018641426190008136,0.03553906141185747,0.03572547567375755,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_1_2_3_plus_4_on_brightness,"client_1,client_2,client_3",3,client_4,brightness,50,50,0.4112,0.9805,0.64,0.28,0.63,0.26,0.62,0.24,-0.020000000000000018,-0.010000000000000009,-0.040000000000000036,-0.020000000000000018,0.00019677051389587272,0.02843147572426599,0.02862824623816186,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_1_2_3_plus_4_on_brightness,"client_0,client_1,client_2,client_3",4,client_4,brightness,50,50,0.4112,0.9805,0.64,0.28,0.62,0.24,0.62,0.24,-0.020000000000000018,0.0,-0.040000000000000036,0.0,0.00026833851716167,0.034140609451400676,0.034408947968562344,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_brightness
tent,perf_0_plus_4_on_glass_blur,client_0,1,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.88,0.76,0.92,0.84,-0.010000000000000009,0.040000000000000036,-0.020000000000000018,0.07999999999999996,3.517293562926736e-05,0.02581793121684934,0.025853104152478608,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_1_plus_4_on_glass_blur,client_1,1,client_4,glass_blur,50,50,0.7814,0.8308,0.9,0.82,0.85,0.72,0.9,0.82,0.0,0.050000000000000044,0.0,0.09999999999999998,4.552402718002308e-05,0.016181473727888952,0.016226997755068976,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_2_plus_4_on_glass_blur,client_2,1,client_4,glass_blur,50,50,0.7814,0.8308,0.92,0.84,0.88,0.76,0.9,0.8,-0.020000000000000018,0.020000000000000018,-0.039999999999999925,0.040000000000000036,1.7546562480111453e-05,0.01447969670910627,0.014497243271586382,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_3_plus_4_on_glass_blur,client_3,1,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.91,0.82,0.91,0.82,-0.020000000000000018,0.0,-0.040000000000000036,0.0,2.6041978625172744e-05,0.023344355150166505,0.023370397128791676,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_1_plus_4_on_glass_blur,"client_0,client_1",2,client_4,glass_blur,50,50,0.7814,0.8308,0.91,0.84,0.86,0.74,0.91,0.84,0.0,0.050000000000000044,0.0,0.09999999999999998,0.00014961526180735257,0.028322787041846768,0.02847240230365412,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_2_plus_4_on_glass_blur,"client_0,client_2",2,client_4,glass_blur,50,50,0.7814,0.8308,0.92,0.84,0.89,0.78,0.92,0.84,0.0,0.030000000000000027,0.0,0.05999999999999994,0.00010782179034040309,0.02800674135300971,0.02811456314335011,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_3_plus_4_on_glass_blur,"client_0,client_3",2,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.9,0.8,0.93,0.86,0.0,0.030000000000000027,0.0,0.05999999999999994,0.00012323935755005256,0.03453601955538602,0.03465925891293607,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_1_2_plus_4_on_glass_blur,"client_1,client_2",2,client_4,glass_blur,50,50,0.7814,0.8308,0.91,0.84,0.87,0.76,0.93,0.86,0.020000000000000018,0.06000000000000005,0.020000000000000018,0.09999999999999998,0.00011937844897474902,0.0192453486939756,0.01936472714295035,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_1_3_plus_4_on_glass_blur,"client_1,client_3",2,client_4,glass_blur,50,50,0.7814,0.8308,0.94,0.88,0.88,0.78,0.94,0.88,0.0,0.05999999999999994,0.0,0.09999999999999998,0.00013428972401116545,0.028054178996223304,0.02818846872023447,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_2_3_plus_4_on_glass_blur,"client_2,client_3",2,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.89,0.78,0.92,0.84,-0.010000000000000009,0.030000000000000027,-0.020000000000000018,0.05999999999999994,9.602235259805241e-05,0.025240466224948188,0.02533648857754624,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_1_2_plus_4_on_glass_blur,"client_0,client_1,client_2",3,client_4,glass_blur,50,50,0.7814,0.8308,0.92,0.84,0.88,0.76,0.91,0.82,-0.010000000000000009,0.030000000000000027,-0.020000000000000018,0.05999999999999994,0.00020996354414043786,0.027567609928407167,0.027777573472547605,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_1_3_plus_4_on_glass_blur,"client_0,client_1,client_3",3,client_4,glass_blur,50,50,0.7814,0.8308,0.94,0.88,0.89,0.78,0.94,0.88,0.0,0.04999999999999993,0.0,0.09999999999999998,0.00022374294452172063,0.03408979492764633,0.03431353787216805,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_2_3_plus_4_on_glass_blur,"client_0,client_2,client_3",3,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.9,0.8,0.94,0.88,0.009999999999999898,0.039999999999999925,0.020000000000000018,0.07999999999999996,0.00018641426190008136,0.032749189929047864,0.032935604190947945,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_1_2_3_plus_4_on_glass_blur,"client_1,client_2,client_3",3,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.88,0.76,0.93,0.86,0.0,0.050000000000000044,0.0,0.09999999999999998,0.00019677051389587272,0.02650947973837061,0.026706250252266483,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_1_2_3_plus_4_on_glass_blur,"client_0,client_1,client_2,client_3",4,client_4,glass_blur,50,50,0.7814,0.8308,0.93,0.86,0.89,0.78,0.94,0.88,0.009999999999999898,0.04999999999999993,0.020000000000000018,0.09999999999999998,0.00026833851716167,0.03183954365184216,0.03210788216900383,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_glass_blur
tent,perf_0_plus_4_on_stripe,client_0,1,client_4,stripe,50,50,0.8682,0.9216,0.93,0.86,0.92,0.86,0.91,0.82,-0.020000000000000018,-0.010000000000000009,-0.040000000000000036,-0.040000000000000036,3.517293562926736e-05,0.014914123820858594,0.014949296756487861,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_1_plus_4_on_stripe,client_1,1,client_4,stripe,50,50,0.8682,0.9216,0.91,0.84,0.91,0.84,0.94,0.9,0.029999999999999916,0.029999999999999916,0.06000000000000005,0.06000000000000005,4.552402718002308e-05,0.0097518215907267,0.009797345617906723,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_2_plus_4_on_stripe,client_2,1,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.9,0.82,0.93,0.86,-0.009999999999999898,0.030000000000000027,-0.020000000000000018,0.040000000000000036,1.7546562480111453e-05,0.009117030663718113,0.009134577226198225,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_3_plus_4_on_stripe,client_3,1,client_4,stripe,50,50,0.8682,0.9216,0.93,0.86,0.92,0.86,0.95,0.9,0.019999999999999907,0.029999999999999916,0.040000000000000036,0.040000000000000036,2.6041978625172744e-05,0.014139340069829509,0.014165382048454682,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_1_plus_4_on_stripe,"client_0,client_1",2,client_4,stripe,50,50,0.8682,0.9216,0.92,0.86,0.91,0.84,0.92,0.86,0.0,0.010000000000000009,0.0,0.020000000000000018,0.00014961526180735257,0.01607637785456789,0.016225993116375244,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_2_plus_4_on_stripe,"client_0,client_2",2,client_4,stripe,50,50,0.8682,0.9216,0.95,0.9,0.9,0.82,0.95,0.9,0.0,0.04999999999999993,0.0,0.08000000000000007,0.00010782179034040309,0.016215220160203804,0.016323041950544206,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_3_plus_4_on_stripe,"client_0,client_3",2,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.92,0.86,0.94,0.88,0.0,0.019999999999999907,0.0,0.020000000000000018,0.00012323935755005256,0.019568538316649904,0.019691777674199957,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_1_2_plus_4_on_stripe,"client_1,client_2",2,client_4,stripe,50,50,0.8682,0.9216,0.93,0.88,0.91,0.84,0.94,0.88,0.009999999999999898,0.029999999999999916,0.0,0.040000000000000036,0.00011937844897474902,0.011577248417080575,0.011696626866055325,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_1_3_plus_4_on_stripe,"client_1,client_3",2,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.92,0.86,0.96,0.92,0.020000000000000018,0.039999999999999925,0.040000000000000036,0.06000000000000005,0.00013428972401116545,0.016235832125990116,0.016370121850001283,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_2_3_plus_4_on_stripe,"client_2,client_3",2,client_4,stripe,50,50,0.8682,0.9216,0.93,0.86,0.91,0.84,0.93,0.86,0.0,0.020000000000000018,0.0,0.020000000000000018,9.602235259805241e-05,0.015068324618288807,0.01516434697088686,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_1_2_plus_4_on_stripe,"client_0,client_1,client_2",3,client_4,stripe,50,50,0.8682,0.9216,0.95,0.9,0.9,0.82,0.95,0.9,0.0,0.04999999999999993,0.0,0.08000000000000007,0.00020996354414043786,0.015864215500407588,0.016074179044548026,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_1_3_plus_4_on_stripe,"client_0,client_1,client_3",3,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.92,0.86,0.94,0.88,0.0,0.019999999999999907,0.0,0.020000000000000018,0.00022374294452172063,0.019149760731100817,0.019373503675622537,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_2_3_plus_4_on_stripe,"client_0,client_2,client_3",3,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.91,0.84,0.94,0.88,0.0,0.029999999999999916,0.0,0.040000000000000036,0.00018641426190008136,0.018733351387985125,0.018919765649885206,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_1_2_3_plus_4_on_stripe,"client_1,client_2,client_3",3,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.92,0.86,0.94,0.88,0.0,0.019999999999999907,0.0,0.020000000000000018,0.00019677051389587272,0.015515289116759416,0.01571205963065529,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_1_2_3_plus_4_on_stripe,"client_0,client_1,client_2,client_3",4,client_4,stripe,50,50,0.8682,0.9216,0.94,0.88,0.91,0.84,0.94,0.88,0.0,0.029999999999999916,0.0,0.040000000000000036,0.00026833851716167,0.01812992839432915,0.01839826691149082,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_stripe
tent,perf_0_plus_4_on_zigzag,client_0,1,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.89,0.78,-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.05999999999999994,3.517293562926736e-05,0.029201316924231245,0.029236489859860514,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_1_plus_4_on_zigzag,client_1,1,client_4,zigzag,50,50,0.8118,0.841,0.91,0.84,0.91,0.84,0.91,0.84,0.0,0.0,0.0,0.0,4.552402718002308e-05,0.018033819335561845,0.01807934336274187,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_2_plus_4_on_zigzag,client_2,1,client_4,zigzag,50,50,0.8118,0.841,0.88,0.76,0.9,0.8,0.88,0.76,0.0,-0.020000000000000018,0.0,-0.040000000000000036,1.7546562480111453e-05,0.016330665963345602,0.016348212525825714,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_3_plus_4_on_zigzag,client_3,1,client_4,zigzag,50,50,0.8118,0.841,0.89,0.78,0.91,0.82,0.88,0.76,-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.05999999999999994,2.6041978625172744e-05,0.026810102581114128,0.0268361445597393,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_1_plus_4_on_zigzag,"client_0,client_1",2,client_4,zigzag,50,50,0.8118,0.841,0.91,0.84,0.91,0.84,0.9,0.82,-0.010000000000000009,-0.010000000000000009,-0.020000000000000018,-0.020000000000000018,0.00014961526180735257,0.0321113457706727,0.03226096103248005,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_2_plus_4_on_zigzag,"client_0,client_2",2,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.89,0.78,-0.010000000000000009,-0.030000000000000027,-0.020000000000000018,-0.05999999999999994,0.00010782179034040309,0.03201820577974606,0.032126027570086466,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_3_plus_4_on_zigzag,"client_0,client_3",2,client_4,zigzag,50,50,0.8118,0.841,0.89,0.78,0.92,0.84,0.9,0.8,0.010000000000000009,-0.020000000000000018,0.020000000000000018,-0.039999999999999925,0.00012323935755005256,0.03987232303322158,0.03999556239077163,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_1_2_plus_4_on_zigzag,"client_1,client_2",2,client_4,zigzag,50,50,0.8118,0.841,0.9,0.82,0.91,0.84,0.9,0.8,0.0,-0.010000000000000009,-0.019999999999999907,-0.039999999999999925,0.00011937844897474902,0.0217182587336903,0.02183763718266505,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_1_3_plus_4_on_zigzag,"client_1,client_3",2,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.91,0.82,0.010000000000000009,-0.010000000000000009,0.019999999999999907,-0.020000000000000018,0.00013428972401116545,0.03210640407052083,0.032240693794532,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_2_3_plus_4_on_zigzag,"client_2,client_3",2,client_4,zigzag,50,50,0.8118,0.841,0.91,0.82,0.91,0.82,0.9,0.8,-0.010000000000000009,-0.010000000000000009,-0.019999999999999907,-0.019999999999999907,9.602235259805241e-05,0.02902292164316367,0.02911894399576172,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_1_2_plus_4_on_zigzag,"client_0,client_1,client_2",3,client_4,zigzag,50,50,0.8118,0.841,0.91,0.82,0.92,0.84,0.91,0.82,0.0,-0.010000000000000009,0.0,-0.020000000000000018,0.00020996354414043786,0.03140022758582982,0.03161019112997025,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_1_3_plus_4_on_zigzag,"client_0,client_1,client_3",3,client_4,zigzag,50,50,0.8118,0.841,0.91,0.82,0.92,0.84,0.91,0.82,0.0,-0.010000000000000009,0.0,-0.020000000000000018,0.00022374294452172063,0.03918276092314481,0.03940650386766653,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_2_3_plus_4_on_zigzag,"client_0,client_2,client_3",3,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.9,0.8,0.0,-0.020000000000000018,0.0,-0.039999999999999925,0.00018641426190008136,0.03781158031000691,0.037997994571906994,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_1_2_3_plus_4_on_zigzag,"client_1,client_2,client_3",3,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.9,0.8,0.0,-0.020000000000000018,0.0,-0.039999999999999925,0.00019677051389587272,0.030346776496671665,0.030543547010567537,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tent,perf_0_1_2_3_plus_4_on_zigzag,"client_0,client_1,client_2,client_3",4,client_4,zigzag,50,50,0.8118,0.841,0.9,0.8,0.92,0.84,0.9,0.8,0.0,-0.020000000000000018,0.0,-0.039999999999999925,0.00026833851716167,0.03659421230528324,0.036862550822444905,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts/client_4_zigzag
tta_bn,perf_1_plus_0_on_brightness,client_1,1,client_0,brightness,50,50,0.2268,0.4424,0.66,0.34,0.78,0.98,0.67,0.36,0.010000000000000009,-0.10999999999999999,0.019999999999999962,-0.62,4.55042347391282e-05,6.671201714768975e-07,4.617135491060509e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_0_brightness_tta_bn
tta_bn,perf_2_plus_0_on_brightness,client_2,1,client_0,brightness,50,50,0.2268,0.4424,0.62,0.24,0.82,0.96,0.61,0.22,-0.010000000000000009,-0.20999999999999996,-0.01999999999999999,-0.74,2.0642804393469558e-05,4.466932915501847e-07,2.1089497685019743e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_0_brightness_tta_bn
tta_bn,perf_3_plus_0_on_brightness,client_3,1,client_0,brightness,50,50,0.2268,0.4424,0.6,0.2,0.77,0.96,0.56,0.12,-0.039999999999999925,-0.20999999999999996,-0.08000000000000002,-0.84,2.9095285933283444e-05,5.790875036718606e-07,2.9674373436955303e-05,/Users/deepakkanneganti/Documents/TTA-Composition/Service-level TTA Model/TTA techniques/artifacts_tta_bn/client_0_brightness_tta_bn
