method,corruption_category,original_composition_name,original_composition_clients,failing_client_id,failing_client_name,surviving_clients,recommended_substitute_client_id,recommended_substitute_client_name,recommended_substitute_service,recommended_substitute_checkpoint,new_composition_clients,single_failure_assumption,num_failed_clients,num_substitutions,before_accuracy,after_corruption_accuracy,after_substitution_accuracy,recovery_ratio
Context,zigzag,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_0,C1,"[""C2"", ""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9896,0.8468,0.8908,0.30812324929972007
Context,spatter,C1_C2_C3,"[""C1"", ""C2"", ""C3""]",client_2,C3,"[""C1"", ""C2""]",client_6,C7,spatter27,client_6.pt,"[""C1"", ""C2"", ""C7""]",true,1,1,0.9896,0.9798,0.9802,0.04081632653060762
Context,fog,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_4,C5,fog20,client_4_round_3.pt,"[""C2"", ""C4"", ""C5""]",true,1,1,0.9905,0.1384,0.4634,0.38141063255486435
Context,translate,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_3,C4,"[""C1"", ""C2""]",client_4,C5,translate20,client_4_round_3.pt,"[""C1"", ""C2"", ""C5""]",true,1,1,0.9905,0.5746,0.6282,0.12887713392642455
Context,stripe,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_7,C8,stripe31,client_7.pt,"[""C2"", ""C4"", ""C8""]",true,1,1,0.9905,0.917,0.9574,0.5496598639455781
Context,zigzag,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_3,C4,"[""C1"", ""C2""]",client_7,C8,zigzag31,client_7.pt,"[""C1"", ""C2"", ""C8""]",true,1,1,0.9905,0.8554,0.8944,0.2886750555144332
Context,spatter,C1_C2_C4,"[""C1"", ""C2"", ""C4""]",client_0,C1,"[""C2"", ""C4""]",client_5,C6,spatter23,client_5.pt,"[""C2"", ""C4"", ""C6""]",true,1,1,0.9905,0.9828,0.9828,0.0
Context,fog,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_6,C7,fog26,client_6_round_2.pt,"[""C2"", ""C5"", ""C7""]",true,1,1,0.9899,0.1296,0.7092,0.6737184703010578
Context,translate,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_1,C2,"[""C1"", ""C5""]",client_2,C3,translate11,client_2.pt,"[""C1"", ""C5"", ""C3""]",true,1,1,0.9899,0.5674,0.6204,0.12544378698224837
Context,stripe,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_2,C3,stripe11,client_2.pt,"[""C2"", ""C5"", ""C3""]",true,1,1,0.9899,0.8868,0.929,0.40931134820562587
Context,zigzag,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_0,C1,"[""C2"", ""C5""]",client_2,C3,zigzag11,client_2.pt,"[""C2"", ""C5"", ""C3""]",true,1,1,0.9899,0.8346,0.8844,0.3206696716033481
Context,spatter,C1_C2_C5,"[""C1"", ""C2"", ""C5""]",client_4,C5,"[""C1"", ""C2""]",client_6,C7,spatter27,client_6.pt,"[""C1"", ""C2"", ""C7""]",true,1,1,0.9899,0.9806,0.9802,0.0
Context,fog,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_4,C5,fog20,client_4_round_3.pt,"[""C3"", ""C5""]",true,1,1,0.9887,0.1328,0.623,0.5727304591657904
Context,translate,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_4,C5,translate20,client_4_round_3.pt,"[""C3"", ""C5""]",true,1,1,0.9887,0.577,0.6362,0.14379402477532188
Context,stripe,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_9,C10,stripe38,client_9_round_2.pt,"[""C3"", ""C10""]",true,1,1,0.9887,0.8872,0.9412,0.5320197044334978
Context,zigzag,C1_C3,"[""C1"", ""C3""]",client_0,C1,"[""C3""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C3"", ""C8""]",true,1,1,0.9887,0.8458,0.9002,0.38068579426172144
Context,spatter,C1_C3,"[""C1"", ""C3""]",client_2,C3,"[""C1""]",client_1,C2,spatter8,client_1_round_3.pt,"[""C1"", ""C2""]",true,1,1,0.9887,0.979,0.979,0.0
Context,fog,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_0,C1,"[""C3"", ""C4""]",client_4,C5,fog19,client_4.pt,"[""C3"", ""C4"", ""C5""]",true,1,1,0.9897,0.1466,0.3766,0.2728027517494959
Context,translate,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_3,C4,"[""C1"", ""C3""]",client_4,C5,translate20,client_4_round_3.pt,"[""C1"", ""C3"", ""C5""]",true,1,1,0.9897,0.5714,0.623,0.12335644274444174
Context,stripe,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_0,C1,"[""C3"", ""C4""]",client_4,C5,stripe19,client_4.pt,"[""C3"", ""C4"", ""C5""]",true,1,1,0.9897,0.9096,0.9466,0.4619225967540575
Context,zigzag,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_3,C4,"[""C1"", ""C3""]",client_7,C8,zigzag31,client_7.pt,"[""C1"", ""C3"", ""C8""]",true,1,1,0.9897,0.8598,0.8934,0.25866050808314056
Context,spatter,C1_C3_C4,"[""C1"", ""C3"", ""C4""]",client_2,C3,"[""C1"", ""C4""]",client_1,C2,spatter7,client_1.pt,"[""C1"", ""C4"", ""C2""]",true,1,1,0.9897,0.9806,0.9836,0.32967032967033005
Context,fog,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_6,C7,fog28,client_6_round_3.pt,"[""C3"", ""C5"", ""C7""]",true,1,1,0.9906,0.1366,0.4508,0.3679156908665105
Context,translate,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_6,C7,translate28,client_6_round_3.pt,"[""C3"", ""C5"", ""C7""]",true,1,1,0.9906,0.5776,0.6076,0.07263922518159813
Context,stripe,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_9,C10,stripe38,client_9_round_2.pt,"[""C3"", ""C5"", ""C10""]",true,1,1,0.9906,0.8926,0.9348,0.43061224489795896
Context,zigzag,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_0,C1,"[""C3"", ""C5""]",client_7,C8,zigzag32,client_7_round_3.pt,"[""C3"", ""C5"", ""C8""]",true,1,1,0.9906,0.8454,0.89,0.30716253443526154
Context,spatter,C1_C3_C5,"[""C1"", ""C3"", ""C5""]",client_2,C3,"[""C1"", ""C5""]",client_1,C2,spatter7,client_1.pt,"[""C1"", ""C5"", ""C2""]",true,1,1,0.9906,0.9802,0.9816,0.13461538461539016
Context,fog,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_2,C3,fog12,client_2_round_3.pt,"[""C4"", ""C3""]",true,1,1,0.9892,0.1322,0.677,0.635705950991832
Context,translate,C1_C4,"[""C1"", ""C4""]",client_3,C4,"[""C1""]",client_2,C3,translate11,client_2.pt,"[""C1"", ""C3""]",true,1,1,0.9892,0.5774,0.686,0.26372025254978154
Context,stripe,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_7,C8,stripe31,client_7.pt,"[""C4"", ""C8""]",true,1,1,0.9892,0.9132,0.9582,0.5921052631578956
Context,zigzag,C1_C4,"[""C1"", ""C4""]",client_3,C4,"[""C1""]",client_7,C8,zigzag31,client_7.pt,"[""C1"", ""C8""]",true,1,1,0.9892,0.8606,0.9232,0.4867807153965787
Context,spatter,C1_C4,"[""C1"", ""C4""]",client_0,C1,"[""C4""]",client_5,C6,spatter23,client_5.pt,"[""C4"", ""C6""]",true,1,1,0.9892,0.9828,0.9786,0.0
Context,fog,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_0,C1,"[""C4"", ""C5""]",client_2,C3,fog12,client_2_round_3.pt,"[""C4"", ""C5"", ""C3""]",true,1,1,0.99,0.1368,0.4088,0.3187998124706986
Context,translate,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C5""]",client_2,C3,translate11,client_2.pt,"[""C1"", ""C5"", ""C3""]",true,1,1,0.99,0.5818,0.6204,0.09456148946594799
Context,stripe,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_0,C1,"[""C4"", ""C5""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C4"", ""C5"", ""C8""]",true,1,1,0.99,0.9134,0.9498,0.4751958224543079
Context,zigzag,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C5""]",client_7,C8,zigzag31,client_7.pt,"[""C1"", ""C5"", ""C8""]",true,1,1,0.99,0.857,0.8916,0.26015037593984935
Context,spatter,C1_C4_C5,"[""C1"", ""C4"", ""C5""]",client_4,C5,"[""C1"", ""C4""]",client_1,C2,spatter7,client_1.pt,"[""C1"", ""C4"", ""C2""]",true,1,1,0.99,0.984,0.9836,0.0
Context,fog,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_1,C2,fog7,client_1.pt,"[""C5"", ""C2""]",true,1,1,0.9897,0.1228,0.8544,0.843926635136694
Context,translate,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_2,C3,translate12,client_2_round_3.pt,"[""C5"", ""C3""]",true,1,1,0.9897,0.569,0.6476,0.1868314713572617
Context,stripe,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_2,C3,stripe11,client_2.pt,"[""C5"", ""C3""]",true,1,1,0.9897,0.8798,0.9314,0.46951774340309355
Context,zigzag,C1_C5,"[""C1"", ""C5""]",client_0,C1,"[""C5""]",client_2,C3,zigzag12,client_2_round_3.pt,"[""C5"", ""C3""]",true,1,1,0.9897,0.8324,0.9026,0.44628099173553676
Context,spatter,C1_C5,"[""C1"", ""C5""]",client_4,C5,"[""C1""]",client_2,C3,spatter11,client_2.pt,"[""C1"", ""C3""]",true,1,1,0.9897,0.98,0.9784,0.0
Context,fog,C2,"[""C2""]",client_1,C2,[],client_7,C8,fog30,client_7_round_2.pt,"[""C8""]",true,1,1,0.9843,0.168,0.9604,0.9707215484503248
Context,translate,C2,"[""C2""]",client_1,C2,[],client_0,C1,translate4,client_0_round_3.pt,"[""C1""]",true,1,1,0.9843,0.5254,0.94,0.9034648071475266
Context,stripe,C2,"[""C2""]",client_1,C2,[],client_2,C3,stripe11,client_2.pt,"[""C3""]",true,1,1,0.9843,0.8768,0.9702,0.8688372093023254
Context,zigzag,C2,"[""C2""]",client_1,C2,[],client_7,C8,zigzag31,client_7.pt,"[""C8""]",true,1,1,0.9843,0.822,0.9666,0.8909426987061002
Context,spatter,C2,"[""C2""]",client_1,C2,[],client_7,C8,spatter31,client_7.pt,"[""C8""]",true,1,1,0.9843,0.9658,0.974,0.4432432432432434
Context,fog,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_4,C5,fog20,client_4_round_3.pt,"[""C2"", ""C5""]",true,1,1,0.9883,0.1784,0.7924,0.7581182862081739
Context,translate,C2_C3,"[""C2"", ""C3""]",client_1,C2,"[""C3""]",client_0,C1,translate4,client_0_round_3.pt,"[""C3"", ""C1""]",true,1,1,0.9883,0.563,0.6152,0.12273689160592528
Context,stripe,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_6,C7,stripe28,client_6_round_3.pt,"[""C2"", ""C7""]",true,1,1,0.9883,0.8898,0.9384,0.49340101522842655
Context,zigzag,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C8""]",true,1,1,0.9883,0.8446,0.919,0.5177453027139879
Context,spatter,C2_C3,"[""C2"", ""C3""]",client_2,C3,"[""C2""]",client_9,C10,spatter38,client_9_round_2.pt,"[""C2"", ""C10""]",true,1,1,0.9883,0.9788,0.9688,0.0
Context,fog,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_6,C7,fog27,client_6.pt,"[""C2"", ""C4"", ""C7""]",true,1,1,0.9893,0.1814,0.4648,0.35078598836489666
Context,translate,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_3,C4,"[""C2"", ""C3""]",client_0,C1,translate3,client_0.pt,"[""C2"", ""C3"", ""C1""]",true,1,1,0.9893,0.5588,0.5972,0.08919860627177698
Context,stripe,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C2"", ""C4"", ""C8""]",true,1,1,0.9893,0.911,0.9574,0.5925925925925931
Context,zigzag,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_3,C4,"[""C2"", ""C3""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9893,0.8628,0.8908,0.22134387351778687
Context,spatter,C2_C3_C4,"[""C2"", ""C3"", ""C4""]",client_2,C3,"[""C2"", ""C4""]",client_9,C10,spatter38,client_9_round_2.pt,"[""C2"", ""C4"", ""C10""]",true,1,1,0.9893,0.9806,0.9832,0.2988505747126387
Context,fog,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_2,C3,"[""C2"", ""C5""]",client_6,C7,fog27,client_6.pt,"[""C2"", ""C5"", ""C7""]",true,1,1,0.9889,0.165,0.6744,0.6182789173443379
Context,translate,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_1,C2,"[""C3"", ""C5""]",client_0,C1,translate4,client_0_round_3.pt,"[""C3"", ""C5"", ""C1""]",true,1,1,0.9889,0.5612,0.5966,0.08276829553425295
Context,stripe,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_4,C5,"[""C2"", ""C3""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9889,0.8928,0.9388,0.4786680541103012
Context,zigzag,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_4,C5,"[""C2"", ""C3""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C3"", ""C8""]",true,1,1,0.9889,0.8472,0.8908,0.30769230769230815
Context,spatter,C2_C3_C5,"[""C2"", ""C3"", ""C5""]",client_2,C3,"[""C2"", ""C5""]",client_6,C7,spatter27,client_6.pt,"[""C2"", ""C5"", ""C7""]",true,1,1,0.9889,0.9808,0.9792,0.0
Context,fog,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_4,C5,fog20,client_4_round_3.pt,"[""C2"", ""C5""]",true,1,1,0.9888,0.1692,0.7924,0.7603709126403123
Context,translate,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_0,C1,translate3,client_0.pt,"[""C2"", ""C1""]",true,1,1,0.9888,0.5494,0.6502,0.22940373236231223
Context,stripe,C2_C4,"[""C2"", ""C4""]",client_1,C2,"[""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C4"", ""C8""]",true,1,1,0.9888,0.9202,0.9582,0.5539358600583095
Context,zigzag,C2_C4,"[""C2"", ""C4""]",client_3,C4,"[""C2""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C8""]",true,1,1,0.9888,0.8608,0.919,0.45468750000000024
Context,spatter,C2_C4,"[""C2"", ""C4""]",client_1,C2,"[""C4""]",client_5,C6,spatter24,client_5_round_3.pt,"[""C4"", ""C6""]",true,1,1,0.9888,0.979,0.9786,0.0
Context,fog,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_6,C7,fog27,client_6.pt,"[""C2"", ""C5"", ""C7""]",true,1,1,0.9896,0.162,0.6744,0.6191396810053166
Context,translate,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_0,C1,translate3,client_0.pt,"[""C2"", ""C5"", ""C1""]",true,1,1,0.9896,0.565,0.5974,0.07630711257654284
Context,stripe,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_4,C5,"[""C2"", ""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C2"", ""C4"", ""C8""]",true,1,1,0.9896,0.9168,0.9574,0.5576923076923082
Context,zigzag,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_3,C4,"[""C2"", ""C5""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C5"", ""C8""]",true,1,1,0.9896,0.856,0.8852,0.21856287425149695
Context,spatter,C2_C4_C5,"[""C2"", ""C4"", ""C5""]",client_4,C5,"[""C2"", ""C4""]",client_9,C10,spatter38,client_9_round_2.pt,"[""C2"", ""C4"", ""C10""]",true,1,1,0.9896,0.9826,0.9832,0.0857142857142762
Context,fog,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_6,C7,fog27,client_6.pt,"[""C2"", ""C7""]",true,1,1,0.9882,0.1544,0.813,0.7898776685056368
Context,translate,C2_C5,"[""C2"", ""C5""]",client_1,C2,"[""C5""]",client_2,C3,translate11,client_2.pt,"[""C5"", ""C3""]",true,1,1,0.9882,0.546,0.6476,0.22976028946178184
Context,stripe,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_6,C7,stripe28,client_6_round_3.pt,"[""C2"", ""C7""]",true,1,1,0.9882,0.8842,0.9384,0.5211538461538465
Context,zigzag,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_7,C8,zigzag31,client_7.pt,"[""C2"", ""C8""]",true,1,1,0.9882,0.8292,0.919,0.5647798742138367
Context,spatter,C2_C5,"[""C2"", ""C5""]",client_4,C5,"[""C2""]",client_9,C10,spatter38,client_9_round_2.pt,"[""C2"", ""C10""]",true,1,1,0.9882,0.977,0.9688,0.0
Context,fog,C3,"[""C3""]",client_2,C3,[],client_8,C9,fog36,client_8_round_3.pt,"[""C9""]",true,1,1,0.9872,0.1724,0.9644,0.972017673048601
Context,translate,C3,"[""C3""]",client_2,C3,[],client_0,C1,translate3,client_0.pt,"[""C1""]",true,1,1,0.9872,0.5478,0.94,0.8925807919890759
Context,stripe,C3,"[""C3""]",client_2,C3,[],client_9,C10,stripe38,client_9_round_2.pt,"[""C10""]",true,1,1,0.9872,0.8506,0.963,0.8228404099560761
Context,zigzag,C3,"[""C3""]",client_2,C3,[],client_7,C8,zigzag31,client_7.pt,"[""C8""]",true,1,1,0.9872,0.8302,0.9666,0.8687898089171977
Context,spatter,C3,"[""C3""]",client_2,C3,[],client_1,C2,spatter7,client_1.pt,"[""C2""]",true,1,1,0.9872,0.9736,0.971,0.0
Context,fog,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_4,C5,fog19,client_4.pt,"[""C4"", ""C5""]",true,1,1,0.9871,0.1816,0.6452,0.5755431409062695
Context,translate,C3_C4,"[""C3"", ""C4""]",client_3,C4,"[""C3""]",client_4,C5,translate20,client_4_round_3.pt,"[""C3"", ""C5""]",true,1,1,0.9871,0.5544,0.6362,0.18904552807950079
Context,stripe,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C4"", ""C8""]",true,1,1,0.9871,0.8964,0.9582,0.6813671444321949
Context,zigzag,C3_C4,"[""C3"", ""C4""]",client_3,C4,"[""C3""]",client_7,C8,zigzag31,client_7.pt,"[""C3"", ""C8""]",true,1,1,0.9871,0.8554,0.9002,0.3401670463173878
Context,spatter,C3_C4,"[""C3"", ""C4""]",client_2,C3,"[""C4""]",client_1,C2,spatter7,client_1.pt,"[""C4"", ""C2""]",true,1,1,0.9871,0.977,0.9798,0.27722772277227975
Context,fog,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_2,C3,"[""C4"", ""C5""]",client_0,C1,fog3,client_0.pt,"[""C4"", ""C5"", ""C1""]",true,1,1,0.9897,0.1736,0.504,0.40485234652616103
Context,translate,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_3,C4,"[""C3"", ""C5""]",client_0,C1,translate3,client_0.pt,"[""C3"", ""C5"", ""C1""]",true,1,1,0.9897,0.5652,0.5966,0.07396937573616015
Context,stripe,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_4,C5,"[""C3"", ""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C3"", ""C4"", ""C8""]",true,1,1,0.9897,0.9044,0.9466,0.49472450175849936
Context,zigzag,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_3,C4,"[""C3"", ""C5""]",client_7,C8,zigzag31,client_7.pt,"[""C3"", ""C5"", ""C8""]",true,1,1,0.9897,0.8562,0.89,0.2531835205992512
Context,spatter,C3_C4_C5,"[""C3"", ""C4"", ""C5""]",client_2,C3,"[""C4"", ""C5""]",client_1,C2,spatter7,client_1.pt,"[""C4"", ""C5"", ""C2""]",true,1,1,0.9897,0.9796,0.983,0.3366336633663326
Context,fog,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_6,C7,fog27,client_6.pt,"[""C5"", ""C7""]",true,1,1,0.9886,0.1656,0.8456,0.8262454434993924
Context,translate,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_0,C1,translate3,client_0.pt,"[""C5"", ""C1""]",true,1,1,0.9886,0.5646,0.6446,0.18867924528301874
Context,stripe,C3_C5,"[""C3"", ""C5""]",client_4,C5,"[""C3""]",client_9,C10,stripe38,client_9_round_2.pt,"[""C3"", ""C10""]",true,1,1,0.9886,0.887,0.9412,0.533464566929134
Context,zigzag,C3_C5,"[""C3"", ""C5""]",client_4,C5,"[""C3""]",client_7,C8,zigzag31,client_7.pt,"[""C3"", ""C8""]",true,1,1,0.9886,0.8424,0.9002,0.3953488372093021
Context,spatter,C3_C5,"[""C3"", ""C5""]",client_2,C3,"[""C5""]",client_1,C2,spatter7,client_1.pt,"[""C5"", ""C2""]",true,1,1,0.9886,0.9796,0.9756,0.0
Context,fog,C4,"[""C4""]",client_3,C4,[],client_8,C9,fog36,client_8_round_3.pt,"[""C9""]",true,1,1,0.9779,0.1642,0.9644,0.9834091188398674
Context,translate,C4,"[""C4""]",client_3,C4,[],client_0,C1,translate4,client_0_round_3.pt,"[""C1""]",true,1,1,0.9779,0.5364,0.94,0.9141562853907134
Context,stripe,C4,"[""C4""]",client_3,C4,[],client_2,C3,stripe11,client_2.pt,"[""C3""]",true,1,1,0.9779,0.8862,0.9702,0.9160305343511446
Context,zigzag,C4,"[""C4""]",client_3,C4,[],client_7,C8,zigzag31,client_7.pt,"[""C8""]",true,1,1,0.9779,0.8464,0.9666,0.9140684410646389
Context,spatter,C4,"[""C4""]",client_3,C4,[],client_1,C2,spatter7,client_1.pt,"[""C2""]",true,1,1,0.9779,0.96,0.971,0.614525139664804
Context,fog,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_6,C7,fog27,client_6.pt,"[""C5"", ""C7""]",true,1,1,0.989,0.1586,0.8456,0.8273121387283238
Context,translate,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_2,C3,translate11,client_2.pt,"[""C5"", ""C3""]",true,1,1,0.989,0.5654,0.6476,0.1940509915014163
Context,stripe,C4_C5,"[""C4"", ""C5""]",client_4,C5,"[""C4""]",client_7,C8,stripe32,client_7_round_3.pt,"[""C4"", ""C8""]",true,1,1,0.989,0.9134,0.9582,0.5925925925925934
Context,zigzag,C4_C5,"[""C4"", ""C5""]",client_3,C4,"[""C5""]",client_7,C8,zigzag31,client_7.pt,"[""C5"", ""C8""]",true,1,1,0.989,0.858,0.911,0.40458015267175607
Context,spatter,C4_C5,"[""C4"", ""C5""]",client_4,C5,"[""C4""]",client_1,C2,spatter7,client_1.pt,"[""C4"", ""C2""]",true,1,1,0.989,0.9808,0.9798,0.0
Context,fog,C5,"[""C5""]",client_4,C5,[],client_8,C9,fog36,client_8_round_3.pt,"[""C9""]",true,1,1,0.9868,0.141,0.9644,0.9735161976826673
Context,translate,C5,"[""C5""]",client_4,C5,[],client_0,C1,translate4,client_0_round_3.pt,"[""C1""]",true,1,1,0.9868,0.5416,0.94,0.8948787061994607
Context,stripe,C5,"[""C5""]",client_4,C5,[],client_2,C3,stripe11,client_2.pt,"[""C3""]",true,1,1,0.9868,0.868,0.9702,0.8602693602693597
Context,zigzag,C5,"[""C5""]",client_4,C5,[],client_7,C8,zigzag31,client_7.pt,"[""C8""]",true,1,1,0.9868,0.8122,0.9666,0.8843069873997709
Context,spatter,C5,"[""C5""]",client_4,C5,[],client_1,C2,spatter7,client_1.pt,"[""C2""]",true,1,1,0.9868,0.9752,0.971,0.0
Context,fog,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_0,C1,"[""C2"", ""C4"", ""C5""]",client_6,C7,fog28,client_6_round_3.pt,"[""C2"", ""C4"", ""C5"", ""C7""]",true,1,1,0.9906,0.1416,0.3542,0.25041224970553594
Context,translate,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C2"", ""C5""]",client_2,C3,translate11,client_2.pt,"[""C1"", ""C2"", ""C5"", ""C3""]",true,1,1,0.9906,0.5786,0.6042,0.062135922330096974
Context,stripe,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_0,C1,"[""C2"", ""C4"", ""C5""]",client_7,C8,stripe31,client_7.pt,"[""C2"", ""C4"", ""C5"", ""C8""]",true,1,1,0.9906,0.9128,0.9456,0.4215938303341904
Context,zigzag,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_3,C4,"[""C1"", ""C2"", ""C5""]",client_7,C8,zigzag31,client_7.pt,"[""C1"", ""C2"", ""C5"", ""C8""]",true,1,1,0.9906,0.8528,0.8784,0.18577648766327975
Context,spatter,C1_C2_C4_C5,"[""C1"", ""C2"", ""C4"", ""C5""]",client_4,C5,"[""C1"", ""C2"", ""C4""]",client_9,C10,spatter38,client_9_round_2.pt,"[""C1"", ""C2"", ""C4"", ""C10""]",true,1,1,0.9906,0.9826,0.9842,0.19999999999999168
MLaaS,fog,C1,"[""C1""]",client_0,C1,[],client_2,C3,fog10,client_2_round_2.pt,"[""C3""]",true,1,1,0.9863,0.1254,0.9618,0.9715414101521663
MLaaS,translate,C1,"[""C1""]",client_0,C1,[],client_4,C5,translate19,client_4.pt,"[""C5""]",true,1,1,0.9863,0.564,0.9504,0.9149893440681981
MLaaS,stripe,C1,"[""C1""]",client_0,C1,[],client_6,C7,stripe27,client_6.pt,"[""C7""]",true,1,1,0.9863,0.8284,0.9704,0.899303356554782
MLaaS,zigzag,C1,"[""C1""]",client_0,C1,[],client_3,C4,zigzag14,client_3_round_2.pt,"[""C4""]",true,1,1,0.9863,0.8194,0.9646,0.8699820251647696
MLaaS,spatter,C1,"[""C1""]",client_0,C1,[],client_16,C17,clean+spatter36,client_16_round_3.pt,"[""C17""]",true,1,1,0.9863,0.9718,0.9622,0.0
MLaaS,fog,C1_C2,"[""C1"", ""C2""]",client_0,C1,"[""C2""]",client_2,C3,fog10,client_2_round_2.pt,"[""C2"", ""C3""]",true,1,1,0.9878,0.1258,0.7588,0.734338747099768
MLaaS,translate,C1_C2,"[""C1"", ""C2""]",client_1,C2,"[""C1""]",client_3,C4,translate14,client_3_round_2.pt,"[""C1"", ""C4""]",true,1,1,0.9878,0.5678,0.7458,0.42380952380952386
