profile_id,composition_name,combination_size,corruption_category,before_accuracy,after_corruption_accuracy,after_substitution_accuracy,accuracy_drop,accuracy_recovery,recovery_ratio,failing_client,recommended_substitute_service,recommended_substitute_client,recommended_substitute_checkpoint,selection_rule,selection_score,candidate_pool_size,candidate_scan_count,num_substitutions,qos_similarity_ratio,data_similarity_ratio,substitution_similarity_ratio,low_similarity_substitute,selection_time_seconds,aggregation_time_seconds,evaluation_time_seconds,case_time_seconds,substituted_latency_seconds,remaining_clients,substituted_client_set
size2_C1_C5,C1_C5,2,translate,0.9897,0.67,0.72,0.3197,0.04999999999999993,0.1563966218329682,"[""client_0""]","[""translate12""]","[""client_2""]","[""client_2_round_3.pt""]",semantic_qos_distance,-0.022685695849313185,410,12,1,97.78175289422883,88.31440987664593,92.57471423455824,False,0.0009583749999997337,0.0046032910000004534,0.03960166700000034,0.08512566599999971,0.03956391600000053,"[""client_4""]","[""client_4"", ""client_2""]"
size1_C2,C2,1,translate,0.9843,0.55,0.93,0.4342999999999999,0.38,0.8749712180520379,"[""client_1""]","[""translate14""]","[""client_3""]","[""client_3_round_2.pt""]",semantic_qos_distance,-0.031424173111773424,435,12,1,96.95332202492717,83.25503384735538,89.41926352726269,False,0.0010189579999995146,0.003580707999999433,0.04047191600000044,0.08536791700000013,0.04043925000000037,[],"[""client_3""]"
size2_C2_C3,C2_C3,2,translate,0.9883,0.56,0.71,0.4282999999999999,0.1499999999999999,0.3502218071445247,"[""client_1""]","[""translate14""]","[""client_3""]","[""client_3_round_2.pt""]",semantic_qos_distance,-0.031424173111773424,410,12,1,96.95332202492717,83.25503384735538,89.41926352726269,False,0.0010238749999995633,0.0047289589999994774,0.039522208999999364,0.08480837499999971,0.039486124999999817,"[""client_2""]","[""client_2"", ""client_3""]"
size3_C2_C3_C4,C2_C3_C4,3,translate,0.9893,0.56,0.65,0.4292999999999999,0.08999999999999997,0.20964360587002093,"[""client_3""]","[""translate20""]","[""client_4""]","[""client_4_round_3.pt""]",semantic_qos_distance,-0.02542932712384774,385,12,1,97.52012874498405,85.71957116762054,91.02982207743412,False,0.0008919579999995264,0.005860084000000043,0.0388679999999999,0.08470937500000009,0.03883304100000018,"[""client_1"", ""client_2""]","[""client_1"", ""client_2"", ""client_4""]"
size3_C2_C3_C5,C2_C3_C5,3,translate,0.9889,0.6,0.69,0.3889,0.08999999999999997,0.23142195937258925,"[""client_1""]","[""translate14""]","[""client_3""]","[""client_3_round_2.pt""]",semantic_qos_distance,-0.031424173111773424,385,12,1,96.95332202492717,83.25503384735538,89.41926352726269,False,0.0008718339999997937,0.005189582999999942,0.03872283400000054,0.08411712499999968,0.038690124999999576,"[""client_2"", ""client_4""]","[""client_2"", ""client_4"", ""client_3""]"
size2_C2_C4,C2_C4,2,translate,0.9888,0.57,0.79,0.41880000000000006,0.22000000000000008,0.5253104106972303,"[""client_3""]","[""translate20""]","[""client_4""]","[""client_4_round_3.pt""]",semantic_qos_distance,-0.02542932712384774,410,12,1,97.52012874498405,85.71957116762054,91.02982207743412,False,0.0009422910000003171,0.004446957999999945,0.039140124999999415,0.08345275000000019,0.03910983299999948,"[""client_1""]","[""client_1"", ""client_4""]"
size3_C2_C4_C5,C2_C4_C5,3,translate,0.9896,0.59,0.7,0.39960000000000007,0.10999999999999999,0.2752752752752752,"[""client_3""]","[""translate4""]","[""client_0""]","[""client_0_round_3.pt""]",semantic_qos_distance,-0.03039534467027244,385,12,1,97.05012791182601,87.30730019870576,91.69157266960988,False,0.0008910410000000368,0.007226666000000215,0.03900525000000066,0.08599579200000029,0.0389688330000002,"[""client_1"", ""client_4""]","[""client_1"", ""client_4"", ""client_0""]"
size2_C2_C5,C2_C5,2,translate,0.9882,0.57,0.76,0.4182,0.19000000000000006,0.45432807269249176,"[""client_1""]","[""translate14""]","[""client_3""]","[""client_3_round_2.pt""]",semantic_qos_distance,-0.031424173111773424,410,12,1,96.95332202492717,83.25503384735538,89.41926352726269,False,0.0009379590000007099,0.004367875000000687,0.03954699999999978,0.08607158399999992,0.039515416000000414,"[""client_4""]","[""client_4"", ""client_3""]"
size1_C3,C3,1,translate,0.9872,0.58,0.96,0.4072,0.38,0.9332023575638507,"[""client_2""]","[""translate20""]","[""client_4""]","[""client_4_round_3.pt""]",semantic_qos_distance,-0.02539836147377145,435,12,1,97.5230737215859,85.40547023465146,90.85839180377197,False,0.0010015409999999392,0.0036480839999999404,0.03982654200000013,0.08348683300000026,0.03978024999999974,[],"[""client_4""]"
size2_C3_C4,C3_C4,2,translate,0.9871,0.57,0.66,0.4171,0.09000000000000008,0.215775593382882,"[""client_3""]","[""translate20""]","[""client_4""]","[""client_4_round_3.pt""]",semantic_qos_distance,-0.02542932712384774,410,12,1,97.52012874498405,85.71957116762054,91.02982207743412,False,0.0009507499999994451,0.0044162500000002325,0.0422015,0.08758450000000018,0.04216820900000062,"[""client_2""]","[""client_2"", ""client_4""]"
size3_C3_C4_C5,C3_C4_C5,3,translate,0.9897,0.56,0.64,0.42969999999999997,0.07999999999999996,0.18617640214102854,"[""client_3""]","[""translate4""]","[""client_0""]","[""client_0_round_3.pt""]",semantic_qos_distance,-0.03039534467027244,385,12,1,97.05012791182601,87.30730019870576,91.69157266960988,False,0.0009132910000007044,0.0051969590000000565,0.03954945800000065,0.08484120799999939,0.03951391699999984,"[""client_2"", ""client_4""]","[""client_2"", ""client_4"", ""client_0""]"
size2_C3_C5,C3_C5,2,translate,0.9886,0.61,0.73,0.37860000000000005,0.12,0.3169572107765451,"[""client_2""]","[""translate4""]","[""client_0""]","[""client_0_round_3.pt""]",semantic_qos_distance,-0.030420706690566512,410,12,1,97.0477391910854,85.74389307011299,90.83062382455057,False,0.0010263750000003569,0.004439000000000526,0.03911329199999969,0.08573620800000015,0.0390816669999996,"[""client_4""]","[""client_4"", ""client_0""]"
size1_C4,C4,1,translate,0.9779,0.56,0.96,0.41789999999999994,0.3999999999999999,0.9571667863125148,"[""client_3""]","[""translate20""]","[""client_4""]","[""client_4_round_3.pt""]",semantic_qos_distance,-0.02542932712384774,435,12,1,97.52012874498405,85.71957116762054,91.02982207743412,False,0.0010039169999993547,0.0034140420000001725,0.039409333000000046,0.08337133300000055,0.0393668749999998,[],"[""client_4""]"
size2_C4_C5,C4_C5,2,translate,0.989,0.56,0.73,0.42899999999999994,0.16999999999999993,0.3962703962703962,"[""client_3""]","[""translate4""]","[""client_0""]","[""client_0_round_3.pt""]",semantic_qos_distance,-0.03039534467027244,410,12,1,97.05012791182601,87.30730019870576,91.69157266960988,False,0.0009472500000002881,0.004668042000000483,0.03896600000000028,0.08410970799999973,0.038930541999999235,"[""client_4""]","[""client_4"", ""client_0""]"
size1_C5,C5,1,translate,0.9868,0.59,0.94,0.39680000000000004,0.35,0.882056451612903,"[""client_4""]","[""translate4""]","[""client_0""]","[""client_0_round_3.pt""]",semantic_qos_distance,-0.02792600824279225,435,12,1,97.28326669246059,86.7332236012547,91.48074299229737,False,0.0010138340000001023,0.0033726659999997466,0.0390839999999999,0.08331300000000041,0.03904733300000007,[],"[""client_0""]"
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,translate,0.9906,0.61,0.66,0.38060000000000005,0.050000000000000044,0.13137151865475574,"[""client_3""]","[""clean+translate373""]","[""client_7""]","[""client_7_round_16.pt""]",semantic_qos_distance,-0.03784084793572934,360,12,1,96.35388720621327,72.90856112092919,83.45895785930703,False,0.000829957999999742,0.006010708999999892,0.03944400000000048,0.08543033299999969,0.03941220799999989,"[""client_0"", ""client_1"", ""client_4""]","[""client_0"", ""client_1"", ""client_4"", ""client_7""]"
