profile_id,composition_name,combination_size,corruption_category,before_accuracy,before_reliability_score,before_latency_seconds,after_corruption_accuracy,after_corruption_latency_seconds,accuracy_drop,weights_file
size2_C3_C5,C3_C5,2,spatter,0.9886,0.981621711,4.160668417,0.9763,3.913000792000048,0.012300000000000089,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C3_C5.pt
size1_C4,C4,1,fog,0.9779,0.978553773,4.134591375,0.1673,4.494706167000004,0.8106,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C4.pt
size1_C4,C4,1,translate,0.9779,0.978553773,4.134591375,0.5264,3.9534430420000035,0.4515,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C4.pt
size1_C4,C4,1,stripe,0.9779,0.978553773,4.134591375,0.8855,4.588612416999922,0.09240000000000004,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C4.pt
size1_C4,C4,1,zigzag,0.9779,0.978553773,4.134591375,0.8483,4.424952957999949,0.12959999999999994,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C4.pt
size1_C4,C4,1,spatter,0.9779,0.978553773,4.134591375,0.9558,4.3285750830000325,0.02210000000000001,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C4.pt
size2_C4_C5,C4_C5,2,fog,0.989,0.97957528,4.133012084,0.1613,4.402279375000035,0.8277,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C4_C5.pt
size2_C4_C5,C4_C5,2,translate,0.989,0.97957528,4.133012084,0.5531,4.045184875000018,0.43589999999999995,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C4_C5.pt
size2_C4_C5,C4_C5,2,stripe,0.989,0.97957528,4.133012084,0.9115,3.834316584000021,0.07750000000000001,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C4_C5.pt
size2_C4_C5,C4_C5,2,zigzag,0.989,0.97957528,4.133012084,0.8572,4.150509291999924,0.13180000000000003,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C4_C5.pt
size2_C4_C5,C4_C5,2,spatter,0.989,0.97957528,4.133012084,0.9751,4.790708500000051,0.013900000000000023,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size2_C4_C5.pt
size1_C5,C5,1,fog,0.9868,0.983477889,4.142805167,0.1468,4.456796791999977,0.84,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C5.pt
size1_C5,C5,1,translate,0.9868,0.983477889,4.142805167,0.5372,4.080237250000096,0.4496,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C5.pt
size1_C5,C5,1,stripe,0.9868,0.983477889,4.142805167,0.8682,4.353905791999978,0.11860000000000004,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C5.pt
size1_C5,C5,1,zigzag,0.9868,0.983477889,4.142805167,0.8118,4.339987665999956,0.17500000000000004,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C5.pt
size1_C5,C5,1,spatter,0.9868,0.983477889,4.142805167,0.9704,6.2830558749999454,0.01639999999999997,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size1_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,fog,0.9906,0.983477889,4.292252083,0.1436,4.383587707999823,0.847,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size4_C1_C2_C4_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,translate,0.9906,0.983477889,4.292252083,0.5658,4.611283042000196,0.42480000000000007,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size4_C1_C2_C4_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,stripe,0.9906,0.983477889,4.292252083,0.9126,4.297555999999986,0.07800000000000007,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size4_C1_C2_C4_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,zigzag,0.9906,0.983477889,4.292252083,0.854,4.552893207999887,0.13660000000000005,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size4_C1_C2_C4_C5.pt
size4_C1_C2_C4_C5,C1_C2_C4_C5,4,spatter,0.9906,0.983477889,4.292252083,0.9785,4.769017958000177,0.0121,/Users/deepakkanneganti/Documents/Experimemt 3/MINIST/Performing composition/artifacts_expanded/profile/weights/size4_C1_C2_C4_C5.pt
