technique,score_threshold_rule,truth_threshold_rule,average_score,tp,fp,tn,fn,accuracy,precision,recall,f1
rule_based,mean_minus_10pct,mean_minus_15pct,0.35224731182795344,12872,2008,72,548,0.8350967741935484,0.8650537634408603,0.9591654247391952,0.9096819787985866
rule_based,mean_minus_10pct,mean_minus_16pct,0.35224731182795344,13049,1831,64,556,0.846,0.8769489247311828,0.9591326718118339,0.9162015095664384
rule_based,mean_minus_15pct,mean,0.35224731182795344,8176,6804,166,354,0.5381935483870968,0.5457943925233645,0.9584994138335288,0.6955338153977031
rule_based,mean_minus_15pct,mean_minus_5pct,0.35224731182795344,10146,4834,76,444,0.659483870967742,0.6773030707610147,0.9580736543909348,0.7935862338678139
rule_based,mean_minus_15pct,mean_minus_10pct,0.35224731182795344,11746,3234,26,494,0.759483870967742,0.7841121495327102,0.959640522875817,0.8630418809698751
rule_based,mean_minus_15pct,mean_minus_15pct,0.35224731182795344,12904,2076,4,516,0.8327741935483871,0.861415220293725,0.9615499254843517,0.9087323943661972
rule_based,mean_minus_15pct,mean_minus_16pct,0.35224731182795344,13085,1895,0,520,0.8441935483870968,0.8734979973297731,0.9617787578096288,0.9155151303131012
rule_based,mean_minus_16pct,mean,0.35224731182795344,8176,6804,166,354,0.5381935483870968,0.5457943925233645,0.9584994138335288,0.6955338153977031
rule_based,mean_minus_16pct,mean_minus_5pct,0.35224731182795344,10146,4834,76,444,0.659483870967742,0.6773030707610147,0.9580736543909348,0.7935862338678139
rule_based,mean_minus_16pct,mean_minus_10pct,0.35224731182795344,11746,3234,26,494,0.759483870967742,0.7841121495327102,0.959640522875817,0.8630418809698751
rule_based,mean_minus_16pct,mean_minus_15pct,0.35224731182795344,12904,2076,4,516,0.8327741935483871,0.861415220293725,0.9615499254843517,0.9087323943661972
rule_based,mean_minus_16pct,mean_minus_16pct,0.35224731182795344,13085,1895,0,520,0.8441935483870968,0.8734979973297731,0.9617787578096288,0.9155151303131012
inference_based,mean,mean,0.10838709677419205,2987,4593,2377,5543,0.3460645161290323,0.3940633245382586,0.35017584994138334,0.3708255741775295
inference_based,mean,mean_minus_5pct,0.10838709677419205,4050,3530,1380,6540,0.3503225806451613,0.5343007915567283,0.38243626062322944,0.445789763346175
inference_based,mean,mean_minus_10pct,0.10838709677419205,5044,2536,724,7196,0.37212903225806454,0.6654353562005277,0.41209150326797384,0.5089808274470232
inference_based,mean,mean_minus_15pct,0.10838709677419205,5896,1684,396,7524,0.40593548387096773,0.7778364116094987,0.43934426229508194,0.5615238095238095
inference_based,mean,mean_minus_16pct,0.10838709677419205,6033,1547,348,7572,0.4116774193548387,0.7959102902374671,0.4434399117971334,0.5695539296672173
inference_based,mean_minus_5pct,mean,0.10838709677419205,2987,4593,2377,5543,0.3460645161290323,0.3940633245382586,0.35017584994138334,0.3708255741775295
inference_based,mean_minus_5pct,mean_minus_5pct,0.10838709677419205,4050,3530,1380,6540,0.3503225806451613,0.5343007915567283,0.38243626062322944,0.445789763346175
inference_based,mean_minus_5pct,mean_minus_10pct,0.10838709677419205,5044,2536,724,7196,0.37212903225806454,0.6654353562005277,0.41209150326797384,0.5089808274470232
inference_based,mean_minus_5pct,mean_minus_15pct,0.10838709677419205,5896,1684,396,7524,0.40593548387096773,0.7778364116094987,0.43934426229508194,0.5615238095238095
inference_based,mean_minus_5pct,mean_minus_16pct,0.10838709677419205,6033,1547,348,7572,0.4116774193548387,0.7959102902374671,0.4434399117971334,0.5695539296672173
inference_based,mean_minus_10pct,mean,0.10838709677419205,3839,5301,1669,4691,0.35535483870967743,0.4200218818380744,0.45005861664712776,0.4345217883418222
inference_based,mean_minus_10pct,mean_minus_5pct,0.10838709677419205,5078,4062,848,5512,0.3823225806451613,0.5555798687089716,0.479508970727101,0.514749113025849
inference_based,mean_minus_10pct,mean_minus_10pct,0.10838709677419205,6281,2859,401,5959,0.43109677419354836,0.687199124726477,0.5131535947712418,0.5875584658559402
inference_based,mean_minus_10pct,mean_minus_15pct,0.10838709677419205,7266,1874,206,6154,0.4820645161290323,0.7949671772428885,0.5414307004470938,0.6441489361702127
inference_based,mean_minus_10pct,mean_minus_16pct,0.10838709677419205,7430,1710,185,6175,0.49129032258064514,0.812910284463895,0.5461227489893421,0.6533304022862166
inference_based,mean_minus_15pct,mean,0.10838709677419205,3839,5301,1669,4691,0.35535483870967743,0.4200218818380744,0.45005861664712776,0.4345217883418222
